id_6char,id_7char,municipio_sus,municipio,uf,populacao,clinicos,intensivistas,enfermeiros,anestesiologistas,ventiladores_existentes,ventiladores_em_uso,estab_c_vent_sus,quantidade_leitos,leitos_sus,leitos_nao_sus
270010,2700102, Água Branca,Água Branca,AL,20196,11,,11,,,,,25,25,
270020,2700201, Anadia,Anadia,AL,17545,3,,11,,,,,25,25,
270030,2700300, Arapiraca,Arapiraca,AL,231747,137,1,273,36,56,55,6,970,761,209
270040,2700409, Atalaia,Atalaia,AL,47185,8,,11,,,,,44,44,
270050,2700508,,Barra de Santo Antônio,AL,15932,8,,7,,,,,,,
270060,2700607,,Barra de São Miguel,AL,8322,1,,3,,,,,,,
270070,2700706, Batalha,Batalha,AL,18232,11,,11,1,1,1,1,35,35,
270080,2700805,,Belém,AL,4344,,,1,,,,,,,
270090,2700904,,Belo Monte,AL,6704,1,,1,,,,,,,
270100,2701001, Boca da Mata,Boca da Mata,AL,27281,1,,7,,,,,14,14,
270110,2701100,,Branquinha,AL,10494,1,,3,,,,,,,
270120,2701209, Cacimbinhas,Cacimbinhas,AL,10858,9,,5,,,,,3,3,
270130,2701308, Cajueiro,Cajueiro,AL,21264,3,,3,,,,,26,26,
270135,2701357,,Campestre,AL,6936,1,,,,,,,,,
270140,2701407, Campo Alegre,Campo Alegre,AL,57063,8,,23,,1,1,1,40,40,
270150,2701506,,Campo Grande,AL,9558,1,,2,,,,,,,
270160,2701605,,Canapi,AL,17722,3,,7,,,,,,,
270170,2701704, Capela,Capela,AL,17053,6,,7,,1,1,1,53,53,
270180,2701803,,Carneiros,AL,9081,1,,1,,,,,,,
270190,2701902,,Chã Preta,AL,7311,1,,3,,,,,,,
270200,2702009,,Coité do Nóia,AL,10693,7,,5,,,,,,,
270210,2702108, Colônia Leopoldina,Colônia Leopoldina,AL,21698,7,,8,,,,,33,33,
270220,2702207,,Coqueiro Seco,AL,5845,4,,3,,,,,,,
270230,2702306, Coruripe,Coruripe,AL,56933,21,,41,5,27,27,2,274,274,
270235,2702355, Craíbas,Craíbas,AL,24219,5,,8,,,,,8,8,
270240,2702405, Delmiro Gouveia,Delmiro Gouveia,AL,52016,13,,30,,1,1,1,44,44,
270250,2702504,,Dois Riachos,AL,11075,1,,7,,,,,,,
270255,2702553,,Estrela de Alagoas,AL,18205,1,,2,,,,,,,
270260,2702603,,Feira Grande,AL,22166,5,,9,,,,,,,
270270,2702702,,Feliz Deserto,AL,4754,,,1,,,,,,,
270280,2702801, Flexeiras,Flexeiras,AL,12790,3,,8,,,,,15,15,
270290,2702900, Girau do Ponciano,Girau do Ponciano,AL,40917,2,,19,,,,,48,48,
270300,2703007, Ibateguara,Ibateguara,AL,15616,5,,4,,,,,3,3,
270310,2703106, Igaci,Igaci,AL,25631,3,,5,,,,,14,14,
270320,2703205, Igreja Nova,Igreja Nova,AL,24499,6,,3,,2,2,1,,,
270330,2703304,,Inhapi,AL,18385,3,,6,,,,,,,
270340,2703403,,Jacaré dos Homens,AL,5253,1,,3,,,,,,,
270350,2703502,,Jacuípe,AL,7021,1,,,,,,,,,
270360,2703601,,Japaratinga,AL,8361,2,,,,,,,,,
270370,2703700,,Jaramataia,AL,5770,,,,,,,,,,
270375,2703759, Jequiá da Praia,Jequiá da Praia,AL,11580,5,,4,,,,,2,2,
270380,2703809, Joaquim Gomes,Joaquim Gomes,AL,23993,5,,13,,,,,50,50,
270390,2703908,,Jundiá,AL,4155,1,,3,,,,,,,
270400,2704005, Junqueiro,Junqueiro,AL,24727,5,,7,,,,,35,35,
270410,2704104, Lagoa da Canoa,Lagoa da Canoa,AL,17852,5,,8,,,,,3,3,
270420,2704203, Limoeiro de Anadia,Limoeiro de Anadia,AL,28635,7,,10,,,,,14,14,
270430,2704302, Maceió,Maceió,AL,1018948,724,14,1400,117,397,359,25,2866,2080,786
270440,2704401, Major Isidoro,Major Isidoro,AL,19804,3,,4,,,,,32,32,
270450,2704500, Maragogi,Maragogi,AL,32704,15,,18,,2,2,1,2,2,
270460,2704609,,Maravilha,AL,9163,,,,,,,,,,
270470,2704708, Marechal Deodoro,Marechal Deodoro,AL,51901,8,,18,,1,1,1,,,
270480,2704807,,Maribondo,AL,13264,,,8,,,,,,,
270490,2704906,,Mar Vermelho,AL,3514,,,,,,,,,,
270500,2705002, Mata Grande,Mata Grande,AL,25216,3,,9,,,,,36,36,
270510,2705101, Matriz de Camaragibe,Matriz de Camaragibe,AL,24642,3,,8,,,,,24,24,
270520,2705200,,Messias,AL,17856,4,,9,,,,,,,
270530,2705309,,Minador do Negrão,AL,5329,1,,,,,,,,,
270540,2705408,,Monteirópolis,AL,7159,2,,2,,,,,,,
270550,2705507, Murici,Murici,AL,28236,4,,12,,,,,53,53,
270560,2705606,,Novo Lino,AL,12690,1,,,,,,,,,
270570,2705705, Olho d'Água das Flores,Olho d'Água das Flores,AL,21688,5,,7,,,,,47,46,1
270580,2705804,,Olho d'Água do Casado,AL,9373,,,1,,,,,,,
270590,2705903,,Olho d'Água Grande,AL,5123,,,,,,,,,,
270600,2706000,,Olivença,AL,11624,1,,,,,,,,,
270610,2706109,,Ouro Branco,AL,11496,1,,2,,,,,,,
270620,2706208,,Palestina,AL,5011,,,1,,,,,,,
270630,2706307, Palmeira dos Índios,Palmeira dos Índios,AL,73218,24,,58,1,24,24,2,126,110,16
270640,2706406, Pão de Açúcar,Pão de Açúcar,AL,24399,4,,13,,1,1,1,52,52,
270642,2706422,,Pariconha,AL,10533,2,,6,,,,,,,
270644,2706448,,Paripueira,AL,13176,5,,2,,,,,,,
270650,2706505,,Passo de Camaragibe,AL,15245,2,,7,,,,,,,
270660,2706604, Paulo Jacinto,Paulo Jacinto,AL,7564,5,,1,,,,,16,16,
270670,2706703, Penedo,Penedo,AL,63683,15,,37,,2,2,1,109,95,14
270680,2706802, Piaçabuçu,Piaçabuçu,AL,17827,1,,3,,,,,18,18,
270690,2706901, Pilar,Pilar,AL,35111,4,,14,1,,,,43,43,
270700,2707008,,Pindoba,AL,2908,,,2,,,,,,,
270710,2707107, Piranhas,Piranhas,AL,25039,7,,17,,,,,39,39,
270720,2707206,,Poço das Trincheiras,AL,14386,,,2,,,,,,,
270730,2707305, Porto Calvo,Porto Calvo,AL,27165,5,,11,,,,,41,41,
270740,2707404,,Porto de Pedras,AL,7786,3,,2,,,,,,,
270750,2707503,,Porto Real do Colégio,AL,20066,4,,13,,,,,,,
270760,2707602, Quebrangulo,Quebrangulo,AL,11294,3,,7,,1,1,1,28,28,
270770,2707701, Rio Largo,Rio Largo,AL,75120,8,,19,1,5,5,1,81,41,40
270780,2707800,,Roteiro,AL,6664,1,,,,,,,,,
270790,2707909,,Santa Luzia do Norte,AL,7296,,,5,,,,,,,
270800,2708006, Santana do Ipanema,Santana do Ipanema,AL,47654,16,1,58,,16,16,2,102,96,6
270810,2708105,,Santana do Mundaú,AL,10740,1,,5,,,,,,,
270820,2708204, São Brás,São Brás,AL,6961,2,,2,,,,,3,3,
270830,2708303, São José da Laje,São José da Laje,AL,23927,3,,16,,,,,50,50,
270840,2708402, São José da Tapera,São José da Tapera,AL,32260,4,,5,,,,,20,20,
270850,2708501, São Luís do Quitunde,São Luís do Quitunde,AL,34555,1,,8,,,,,27,27,
270860,2708600, São Miguel dos Campos,São Miguel dos Campos,AL,61251,10,2,43,2,9,9,1,129,121,8
270870,2708709,,São Miguel dos Milagres,AL,7951,1,,2,,,,,,,
270880,2708808, São Sebastião,São Sebastião,AL,34152,1,,6,,,,,6,6,
270890,2708907,,Satuba,AL,13828,2,,5,,,,,,,
270895,2708956,,Senador Rui Palmeira,AL,13870,2,,,,,,,,,
270900,2709004,,Tanque d'Arca,AL,6162,,,1,,,,,,,
270910,2709103, Taquarana,Taquarana,AL,19980,1,,4,,,,,1,1,
270915,2709152, Teotônio Vilela,Teotônio Vilela,AL,44169,6,,21,,,,,50,50,
270920,2709202, Traipu,Traipu,AL,27715,4,,8,,,,,9,9,
270930,2709301, União dos Palmares,União dos Palmares,AL,65611,1,,15,1,2,2,1,63,59,4
270940,2709400, Viçosa,Viçosa,AL,25733,12,,6,,1,,1,40,40,
280010,2800100,,Amparo de São Francisco,SE,2374,1,,,,,,,,,
280020,2800209, Aquidabã,Aquidabã,SE,21563,5,,5,,,,,32,32,
280030,2800308, Aracaju,Aracaju,SE,657013,653,10,1066,210,398,382,25,2161,1386,775
280040,2800407, Arauá,Arauá,SE,10056,3,,4,,1,1,1,1,1,
280050,2800506, Areia Branca,Areia Branca,SE,18542,13,,8,,1,,1,,,
280060,2800605, Barra dos Coqueiros,Barra dos Coqueiros,SE,30407,12,,32,,2,2,2,,,
280067,2800670, Boquim,Boquim,SE,26816,12,,13,,2,2,1,18,18,
280070,2800704,,Brejo Grande,SE,8309,1,,,,,,,,,
280100,2801009,,Campo do Brito,SE,18109,,,6,,,,,,,
280110,2801108,,Canhoba,SE,4008,,,,,,,,,,
280120,2801207, Canindé de São Francisco,Canindé de São Francisco,SE,29900,5,,18,,2,2,2,27,27,
280130,2801306, Capela,Capela,SE,34213,3,,13,,1,1,1,65,65,
280140,2801405, Carira,Carira,SE,22082,3,,8,,,,,1,1,
280150,2801504, Carmópolis,Carmópolis,SE,16634,8,,5,,,,,1,1,
280160,2801603,,Cedro de São João,SE,5897,,,2,,,,,,,
280170,2801702, Cristinápolis,Cristinápolis,SE,17874,4,,10,,1,1,1,,,
280190,2801900,,Cumbe,SE,3987,1,,1,,,,,,,
280200,2802007,,Divina Pastora,SE,5138,1,,,,,,,,,
280210,2802106, Estância,Estância,SE,69184,31,,54,1,15,15,2,223,212,11
280220,2802205,,Feira Nova,SE,5584,2,,,,,,,,,
280230,2802304, Frei Paulo,Frei Paulo,SE,15421,4,,4,,,,,1,1,
280240,2802403,,Gararu,SE,11604,1,,1,,,,,,,
280250,2802502,,General Maynard,SE,3346,,,1,,,,,,,
280260,2802601,,Gracho Cardoso,SE,5818,,,1,,,,,,,
280270,2802700,,Ilha das Flores,SE,8520,1,,1,,,,,,,
280280,2802809,,Indiaroba,SE,17957,1,,7,,,,,,,
280290,2802908, Itabaiana,Itabaiana,SE,95427,39,,58,,7,7,4,152,123,29
280300,2803005, Itabaianinha,Itabaianinha,SE,41928,3,,9,,,,,25,25,
280310,2803104,,Itabi,SE,4903,,,1,,,,,,,
280320,2803203, Itaporanga d'Ajuda,Itaporanga d'Ajuda,SE,34356,8,,9,,1,1,1,,,
280330,2803302, Japaratuba,Japaratuba,SE,18743,3,,6,,2,1,2,,,
280340,2803401, Japoatã,Japoatã,SE,13434,6,,4,2,6,2,2,21,21,
280350,2803500, Lagarto,Lagarto,SE,104408,41,1,101,,37,37,3,140,124,16
280360,2803609, Laranjeiras,Laranjeiras,SE,29826,5,,10,,,,,1,1,
280370,2803708,,Macambira,SE,6919,,,3,,,,,,,
280380,2803807,,Malhada dos Bois,SE,3682,,,,,,,,,,
280390,2803906,,Malhador,SE,12618,3,,,,,,,,,
280400,2804003,,Maruim,SE,17213,2,,5,,,,,,,
280410,2804102,,Moita Bonita,SE,11335,,,,,,,,,,
280420,2804201, Monte Alegre de Sergipe,Monte Alegre de Sergipe,SE,15031,3,,5,,1,1,1,7,7,
280430,2804300,,Muribeca,SE,7625,1,,,,,,,,,
280440,2804409, Neópolis,Neópolis,SE,18719,10,,17,,1,1,1,25,25,
280445,2804458,,Nossa Senhora Aparecida,SE,8796,1,,,,,,,,,
280450,2804508, Nossa Senhora da Glória,Nossa Senhora da Glória,SE,36924,10,,29,,3,3,1,49,49,
280460,2804607,,Nossa Senhora das Dores,SE,26629,3,,11,,,,,,,
280470,2804706,,Nossa Senhora de Lourdes,SE,6483,1,,,,,,,,,
280480,2804805, Nossa Senhora do Socorro,Nossa Senhora do Socorro,SE,183628,30,,49,,4,4,1,56,56,
280490,2804904,,Pacatuba,SE,14428,1,,2,,,,,,,
280500,2805000,,Pedra Mole,SE,3261,,,1,,,,,,,
280510,2805109,,Pedrinhas,SE,9602,,,,,,,,,,
280520,2805208,,Pinhão,SE,6576,,,2,,,,,,,
280530,2805307,,Pirambu,SE,9280,1,,2,,,,,,,
280540,2805406, Poço Redondo,Poço Redondo,SE,34775,,,12,,2,2,1,18,18,
280550,2805505, Poço Verde,Poço Verde,SE,23728,1,,9,,1,1,1,12,12,
280560,2805604, Porto da Folha,Porto da Folha,SE,28596,6,,10,,6,3,2,18,18,
280570,2805703, Propriá,Propriá,SE,29626,16,,40,5,12,10,1,49,49,
280580,2805802, Riachão do Dantas,Riachão do Dantas,SE,19805,,,9,,,,,1,1,
280590,2805901, Riachuelo,Riachuelo,SE,10213,3,,3,,,,,56,56,
280600,2806008, Ribeirópolis,Ribeirópolis,SE,18652,1,,3,,1,1,1,,,
280610,2806107, Rosário do Catete,Rosário do Catete,SE,10855,5,,6,,,,,14,14,
280620,2806206,,Salgado,SE,19998,2,,6,,,,,,,
280630,2806305,,Santa Luzia do Itanhy,SE,14035,,,1,,,,,,,
280640,2806404,,Santana do São Francisco,SE,7780,1,,,,,,,,,
280650,2806503,,Santa Rosa de Lima,SE,3913,,,,,,,,,,
280660,2806602,,Santo Amaro das Brotas,SE,12102,,,2,,,,,,,
280670,2806701, São Cristóvão,São Cristóvão,SE,90072,17,,34,,1,1,1,31,30,1
280680,2806800,,São Domingos,SE,11137,,,,,,,,,,
280690,2806909,,São Francisco,SE,3724,,,,,,,,,,
280700,2807006,,São Miguel do Aleixo,SE,3930,,,1,,,,,,,
280710,2807105, Simão Dias,Simão Dias,SE,40484,5,,8,,1,,1,2,2,
280720,2807204,,Siriri,SE,8893,,,3,,,,,,,
280730,2807303,,Telha,SE,3227,,,2,,,,,,,
280740,2807402, Tobias Barreto,Tobias Barreto,SE,52191,14,,18,,2,1,1,,,
280750,2807501,,Tomar do Geru,SE,13536,1,,4,,,,,,,
280760,2807600, Umbaúba,Umbaúba,SE,25294,,,4,,,,,5,1,4
290010,2900108, Abaíra,Abaíra,BA,8739,,,4,,,,,9,9,
290020,2900207, Abaré,Abaré,BA,20086,5,,9,,,,,24,24,
290030,2900306, Acajutiba,Acajutiba,BA,15159,3,,4,,,,,8,8,
290035,2900355, Adustina,Adustina,BA,17040,4,,10,,,,,19,19,
290040,2900405, Água Fria,Água Fria,BA,16970,3,,8,,,,,20,20,
290050,2900504, Érico Cardoso,Érico Cardoso,BA,10610,4,,7,,5,5,3,15,15,
290060,2900603, Aiquara,Aiquara,BA,4446,2,,4,,1,1,1,13,13,
290070,2900702, Alagoinhas,Alagoinhas,BA,151596,54,1,177,12,48,48,8,242,172,70
290080,2900801, Alcobaça,Alcobaça,BA,22470,10,,9,2,2,2,1,59,51,8
290090,2900900,,Almadina,BA,5464,1,,2,,,,,,,
290100,2901007, Amargosa,Amargosa,BA,37241,22,,19,2,2,2,2,52,52,
290110,2901106, Amélia Rodrigues,Amélia Rodrigues,BA,25102,4,,7,,1,1,1,16,16,
290115,2901155, América Dourada,América Dourada,BA,16094,9,,8,,,,,26,26,
290120,2901205, Anagé,Anagé,BA,22005,8,,12,,1,1,1,33,33,
290130,2901304, Andaraí,Andaraí,BA,13143,6,,5,,,,,32,32,
290135,2901353, Andorinha,Andorinha,BA,14595,2,,6,,1,1,,6,5,1
290140,2901403, Angical,Angical,BA,13977,3,,7,,,,,6,6,
290150,2901502, Anguera,Anguera,BA,11221,3,,7,,,,,6,6,
290160,2901601, Antas,Antas,BA,19291,12,,13,1,2,2,2,142,142,
290170,2901700,,Antônio Cardoso,BA,11683,2,,9,,,,,,,
290180,2901809, Antônio Gonçalves,Antônio Gonçalves,BA,11798,2,,5,,2,2,1,,,
290190,2901908, Aporá,Aporá,BA,17731,1,,,,,,,1,1,
290195,2901957,,Apuarema,BA,7330,1,,5,,,,,,,
290200,2902005, Aracatu,Aracatu,BA,13135,5,,5,,,,,41,33,8
290205,2902054, Araças,Araçás,BA,12177,5,,8,,1,,1,23,23,
290210,2902104, Araci,Araci,BA,54379,12,,25,1,,,,48,48,
290220,2902203,,Aramari,BA,11397,,,2,,,,,,,
290225,2902252,,Arataca,BA,11019,1,,4,,,,,,,
290230,2902302, Aratuípe,Aratuípe,BA,8825,1,,4,,1,1,1,,,
290240,2902401, Aurelino Leal,Aurelino Leal,BA,11531,5,,3,1,1,1,1,40,40,
290250,2902500, Baianópolis,Baianópolis,BA,13877,3,,15,,,,,28,28,
290260,2902609, Baixa Grande,Baixa Grande,BA,20468,5,,5,,,,,36,36,
290265,2902658,,Banzaê,BA,13229,1,,7,,,,,,,
290270,2902708, Barra,Barra,BA,53578,14,,20,1,12,12,5,83,82,1
290280,2902807, Barra da Estiva,Barra da Estiva,BA,20598,11,,17,2,2,2,1,84,67,17
290290,2902906, Barra do Choça,Barra do Choça,BA,31603,12,,8,1,,,,32,32,
290300,2903003, Barra do Mendes,Barra do Mendes,BA,13865,2,,12,,,,,26,26,
290310,2903102,,Barra do Rocha,BA,5714,,,3,,,,,,,
290320,2903201, Barreiras,Barreiras,BA,155439,116,1,260,12,80,80,6,379,301,78
290323,2903235, Barro Alto,Barro Alto,BA,14931,4,,5,,,,,23,22,1
290327,2903276, Barrocas,Barrocas,BA,15978,3,,12,,,,,29,29,
290330,2903300, Barro Preto,Barro Preto,BA,5591,5,,5,,2,2,1,33,33,
290340,2903409, Belmonte,Belmonte,BA,23328,7,,10,,1,1,1,40,40,
290350,2903508, Belo Campo,Belo Campo,BA,17211,5,,14,1,2,2,1,44,44,
290360,2903607, Biritinga,Biritinga,BA,15979,4,,7,,,,,14,14,
290370,2903706,,Boa Nova,BA,12633,1,,4,,,,,,,
290380,2903805, Boa Vista do Tupim,Boa Vista do Tupim,BA,18576,7,,4,,,,,14,14,
290390,2903904, Bom Jesus da Lapa,Bom Jesus da Lapa,BA,69148,33,,52,3,11,11,7,90,90,
290395,2903953, Bom Jesus da Serra,Bom Jesus da Serra,BA,9880,6,,5,,1,1,1,28,14,14
290400,2904001, Boninal,Boninal,BA,14368,1,,3,,1,1,1,24,24,
290405,2904050, Bonito,Bonito,BA,16764,3,,3,,,,,16,16,
290410,2904100, Boquira,Boquira,BA,21508,8,,14,,,,,26,26,
290420,2904209, Botuporã,Botuporã,BA,10211,3,,13,,,,,16,16,
290430,2904308, Brejões,Brejões,BA,14295,3,,8,,,,,19,19,
290440,2904407, Brejolândia,Brejolândia,BA,10557,2,,3,,,,,35,35,
290450,2904506, Brotas de Macaúbas,Brotas de Macaúbas,BA,10231,9,,8,,,,,15,15,
290460,2904605, Brumado,Brumado,BA,67195,28,2,50,2,12,12,3,112,100,12
290470,2904704,,Buerarema,BA,18349,5,,9,,,,,,,
290475,2904753, Buritirama,Buritirama,BA,21174,1,,9,,1,1,1,19,19,
290480,2904803, Caatiba,Caatiba,BA,6758,3,,4,,,,,14,14,
290485,2904852, Cabaceiras do Paraguaçu,Cabaceiras do Paraguaçu,BA,18807,3,,9,,1,1,1,4,4,
290490,2904902, Cachoeira,Cachoeira,BA,33470,8,,20,2,2,2,2,83,83,
290500,2905008, Caculé,Caculé,BA,23170,10,,14,,1,1,1,51,49,2
290510,2905107, Caém,Caém,BA,9213,3,,3,,,,,36,36,
290515,2905156,,Caetanos,BA,14542,1,,2,,,,,,,
290520,2905206, Caetité,Caetité,BA,50975,24,,32,1,5,5,3,156,134,22
290530,2905305, Cafarnaum,Cafarnaum,BA,18437,7,,10,1,,,,33,33,
290540,2905404,,Cairu,BA,18176,4,,15,,,,,,,
290550,2905503, Caldeirão Grande,Caldeirão Grande,BA,13327,4,,4,,,,,39,39,
290560,2905602, Camacan,Camacan,BA,31988,14,,21,1,,,,54,50,4
290570,2905701, Camaçari,Camaçari,BA,299132,130,2,230,26,28,25,7,388,210,178
290580,2905800, Camamu,Camamu,BA,35316,8,,13,,1,1,1,17,17,
290590,2905909, Campo Alegre de Lourdes,Campo Alegre de Lourdes,BA,28798,1,,12,,,,,77,36,41
290600,2906006, Campo Formoso,Campo Formoso,BA,71206,20,,24,2,2,2,1,84,73,11
290610,2906105, Canápolis,Canápolis,BA,9711,3,,5,,1,1,1,24,24,
290620,2906204, Canarana,Canarana,BA,26176,8,,4,,,,,36,36,
290630,2906303, Canavieiras,Canavieiras,BA,31099,5,,15,1,2,2,,75,65,10
290640,2906402, Candeal,Candeal,BA,8258,5,,3,,,,,7,7,
290650,2906501, Candeias,Candeias,BA,87076,29,,63,5,30,23,2,90,46,44
290660,2906600, Candiba,Candiba,BA,14319,2,,3,,,,,37,37,
290670,2906709, Cândido Sales,Cândido Sales,BA,25189,2,,8,,,,,55,55,
290680,2906808, Cansanção,Cansanção,BA,34834,9,,12,1,1,1,1,46,46,
290682,2906824, Canudos,Canudos,BA,16668,3,,7,,1,1,1,41,41,
290685,2906857, Capela do Alto Alegre,Capela do Alto Alegre,BA,11637,5,,6,,,,,11,11,
290687,2906873, Capim Grosso,Capim Grosso,BA,30662,9,,18,,3,3,1,57,57,
290689,2906899, Caraíbas,Caraíbas,BA,8951,1,,9,,1,1,1,3,3,
290690,2906907, Caravelas,Caravelas,BA,22016,7,,12,,1,1,1,56,56,
290700,2907004,,Cardeal da Silva,BA,9295,2,,,,,,,,,
290710,2907103, Carinhanha,Carinhanha,BA,29018,9,,4,1,1,1,1,30,30,
290720,2907202, Casa Nova,Casa Nova,BA,71969,9,,12,,,,,41,41,
290730,2907301, Castro Alves,Castro Alves,BA,26264,6,,19,,3,3,2,60,60,
290740,2907400,,Catolândia,BA,3577,,,3,,,,,,,
290750,2907509, Catu,Catu,BA,54704,17,,36,2,12,12,2,97,43,54
290755,2907558, Caturama,Caturama,BA,9329,6,,5,,,,,8,8,
290760,2907608, Central,Central,BA,17266,3,,7,,2,2,1,42,42,
290770,2907707, Chorrochó,Chorrochó,BA,11177,4,,12,,1,1,1,15,15,
290780,2907806, Cícero Dantas,Cícero Dantas,BA,32515,6,,16,,1,1,,49,46,3
290790,2907905, Cipó,Cipó,BA,17300,4,,8,,,,,30,30,
290800,2908002, Coaraci,Coaraci,BA,16993,6,,15,,,,,43,43,
290810,2908101, Cocos,Cocos,BA,18777,6,,6,,,,,31,31,
290820,2908200, Conceição da Feira,Conceição da Feira,BA,22581,5,,12,,1,1,1,,,
290830,2908309, Conceição do Almeida,Conceição do Almeida,BA,17247,11,,14,,1,1,1,32,32,
290840,2908408, Conceição do Coité,Conceição do Coité,BA,66612,25,,36,4,8,8,3,214,119,95
290850,2908507, Conceição do Jacuípe,Conceição do Jacuípe,BA,33153,16,,16,1,4,4,2,94,35,59
290860,2908606, Conde,Conde,BA,25837,4,,8,,,,,15,15,
290870,2908705, Condeúba,Condeúba,BA,17247,9,,16,,1,1,1,16,16,
290880,2908804,,Contendas do Sincorá,BA,4066,2,,4,,,,,,,
290890,2908903, Coração de Maria,Coração de Maria,BA,22605,9,,12,,2,2,1,21,21,
290900,2909000, Cordeiros,Cordeiros,BA,8614,5,,7,,,,,5,5,
290910,2909109, Coribe,Coribe,BA,14194,2,,9,,,,,36,36,
290920,2909208,,Coronel João Sá,BA,15895,2,,6,,,,,,,
290930,2909307, Correntina,Correntina,BA,32137,4,,12,,,,,35,35,
290940,2909406, Cotegipe,Cotegipe,BA,13782,,,4,,,,,29,29,
290950,2909505, Cravolândia,Cravolândia,BA,5349,1,,2,,,,,24,24,
290960,2909604, Crisópolis,Crisópolis,BA,21103,6,,12,,,,,23,23,
290970,2909703, Cristópolis,Cristópolis,BA,13910,2,,6,,1,1,1,69,69,
290980,2909802, Cruz das Almas,Cruz das Almas,BA,63239,40,,51,4,9,9,4,85,75,10
290990,2909901, Curaçá,Curaçá,BA,34700,6,,10,,1,1,1,26,26,
291000,2910008,,Dário Meira,BA,10710,2,,6,,,,,,,
291005,2910057, Dias d'Ávila,Dias d'Ávila,BA,81089,13,,30,2,6,6,2,112,80,32
291010,2910107, Dom Basílio,Dom Basílio,BA,12199,4,,6,,2,2,1,14,14,
291020,2910206,,Dom Macedo Costa,BA,4058,1,,2,,,,,,,
291030,2910305, Elísio Medrado,Elísio Medrado,BA,8122,2,,5,,1,1,1,12,12,
291040,2910404, Encruzilhada,Encruzilhada,BA,17006,6,,8,,,,,49,49,
291050,2910503, Entre Rios,Entre Rios,BA,41780,12,,17,,,,,65,65,
291060,2910602, Esplanada,Esplanada,BA,37237,7,,19,,,,,40,40,
291070,2910701, Euclides da Cunha,Euclides da Cunha,BA,60585,15,,38,,2,1,1,47,47,
291072,2910727, Eunápolis,Eunápolis,BA,113380,69,1,113,4,34,33,6,259,125,134
291075,2910750,,Fátima,BA,17890,2,,14,,,,,,,
291077,2910776, Feira da Mata,Feira da Mata,BA,5665,1,,2,,,,,6,6,
291080,2910800, Feira de Santana,Feira de Santana,BA,614872,282,4,815,31,280,231,31,1342,930,412
291085,2910859, Filadélfia,Filadélfia,BA,16377,10,,10,,,,,31,31,
291090,2910909,,Firmino Alves,BA,5617,1,,1,,,,,,,
291100,2911006,,Floresta Azul,BA,10629,2,,7,,,,,,,
291110,2911105, Formosa do Rio Preto,Formosa do Rio Preto,BA,25591,4,,9,,,,,29,29,
291120,2911204, Gandu,Gandu,BA,32403,10,,17,,3,3,2,62,58,4
291125,2911253,,Gavião,BA,4463,,,5,,,,,,,
291130,2911303, Gentio do Ouro,Gentio do Ouro,BA,11233,2,,4,,,,,16,16,
291140,2911402,,Glória,BA,15221,4,,2,,,,,,,
291150,2911501, Gongogi,Gongogi,BA,7128,3,,6,,,,,5,5,
291160,2911600, Governador Mangabeira,Governador Mangabeira,BA,20722,4,,7,,1,1,1,40,,40
291165,2911659,,Guajeru,BA,6937,4,,6,,,,,,,
291170,2911709, Guanambi,Guanambi,BA,84481,65,,181,8,35,35,7,213,167,46
291180,2911808, Guaratinga,Guaratinga,BA,20843,2,,9,,1,1,1,32,32,
291185,2911857,,Heliópolis,BA,13031,1,,2,,,,,,,
291190,2911907, Iaçu,Iaçu,BA,24305,8,,8,,3,3,3,34,34,
291200,2912004, Ibiassucê,Ibiassucê,BA,9224,3,,10,,1,1,1,29,29,
291210,2912103, Ibicaraí,Ibicaraí,BA,21689,5,,20,,,,,32,32,
291220,2912202,,Ibicoara,BA,19571,4,,6,,,,,,,
291230,2912301, Ibicuí,Ibicuí,BA,16198,7,,11,,1,1,1,21,21,
291240,2912400, Ibipeba,Ibipeba,BA,18211,4,,12,,,,,44,11,33
291250,2912509, Ibipitanga,Ibipitanga,BA,14902,1,,7,,1,1,1,14,14,
291260,2912608, Ibiquera,Ibiquera,BA,4044,,,7,,,,,2,2,
291270,2912707, Ibirapitanga,Ibirapitanga,BA,23375,5,,8,,,,,30,30,
291280,2912806, Ibirapuã,Ibirapuã,BA,8637,3,,4,,,,,23,23,
291290,2912905, Ibirataia,Ibirataia,BA,15312,10,,4,,,,,91,91,
291300,2913002, Ibitiara,Ibitiara,BA,16339,4,,9,,1,1,1,62,35,27
291310,2913101, Ibititá,Ibititá,BA,17113,2,,4,,,,,32,31,1
291320,2913200, Ibotirama,Ibotirama,BA,26927,17,,29,,,,,78,50,28
291330,2913309, Ichu,Ichu,BA,6206,4,,3,,1,1,1,22,22,
291340,2913408, Igaporã,Igaporã,BA,15640,3,,12,,1,1,1,29,29,
291345,2913457, Igrapiúna,Igrapiúna,BA,13226,2,,5,,,,,8,8,
291350,2913507, Iguaí,Iguaí,BA,26916,5,,9,,1,1,1,84,74,10
291360,2913606, Ilhéus,Ilhéus,BA,162327,102,6,248,9,66,66,9,633,433,200
291370,2913705, Inhambupe,Inhambupe,BA,39926,3,,14,,2,2,2,38,38,
291380,2913804, Ipecaetá,Ipecaetá,BA,14487,2,,4,,,,,12,12,
291390,2913903, Ipiaú,Ipiaú,BA,45873,28,,57,4,4,4,1,124,85,39
291400,2914000, Ipirá,Ipirá,BA,59595,6,,24,,1,1,1,44,43,1
