id_6char,id_7char,municipio_sus,municipio,uf,populacao,clinicos,intensivistas,enfermeiros,anestesiologistas,ventiladores_existentes,ventiladores_em_uso,estab_c_vent_sus,quantidade_leitos,leitos_sus,leitos_nao_sus
316165,3161650,,São Geraldo do Baixio,MG,4012,,,3,,,,,,,
316170,3161700,,São Gonçalo do Abaeté,MG,8389,,,1,,,,,,,
316180,3161809,,São Gonçalo do Pará,MG,12411,2,,5,,,,,,,
316190,3161908, São Gonçalo do Rio Abaixo,São Gonçalo do Rio Abaixo,MG,10920,5,,6,,1,1,1,,,
316200,3162005, São Gonçalo do Sapucaí,São Gonçalo do Sapucaí,MG,25449,11,,4,2,2,2,1,47,28,19
316210,3162104, São Gotardo,São Gotardo,MG,35469,10,,20,,4,4,2,44,26,18
316220,3162203, São João Batista do Glória,São João Batista do Glória,MG,7453,3,,9,,1,1,1,23,17,6
316225,3162252,,São João da Lagoa,MG,4915,1,,5,,,,,,,
316230,3162302,,São João da Mata,MG,2749,,,2,,,,,,,
316240,3162401, São João da Ponte,São João da Ponte,MG,25165,8,,6,,,,,37,37,
316245,3162450,,São João das Missões,MG,13014,1,,12,,,,,,,
316250,3162500, São João del Rei,São João del Rei,MG,90082,117,,81,2,36,36,4,219,131,88
316255,3162559,,São João do Manhuaçu,MG,11559,1,,5,,,,,,,
316257,3162575,,São João do Manteninha,MG,5859,1,,4,,,,,,,
316260,3162609,,São João do Oriente,MG,7498,1,,1,,,,,,,
316265,3162658,,São João do Pacuí,MG,4419,1,,3,,,,,,,
316270,3162708, São João do Paraíso,São João do Paraíso,MG,23618,5,,9,,,,,50,48,2
316280,3162807, São João Evangelista,São João Evangelista,MG,15774,3,,6,,7,7,1,52,50,2
316290,3162906, São João Nepomuceno,São João Nepomuceno,MG,26361,14,,14,,8,1,1,47,35,12
316292,3162922, São Joaquim de Bicas,São Joaquim de Bicas,MG,31578,14,,18,,4,4,2,,,
316294,3162948,,São José da Barra,MG,7426,5,,6,,,,,,,
316295,3162955,,São José da Lapa,MG,23766,10,,8,,,,,,,
316300,3163003,,São José da Safira,MG,4268,,,1,,,,,,,
316310,3163102,,São José da Varginha,MG,5004,,,4,,,,,,,
316320,3163201,,São José do Alegre,MG,4196,2,,1,,,,,,,
316330,3163300,,São José do Divino,MG,3860,,,3,,,,,,,
316340,3163409,,São José do Goiabal,MG,5420,1,,,,,,,,,
316350,3163508,,São José do Jacuri,MG,6453,2,,3,,,,,,,
316360,3163607,,São José do Mantimento,MG,2791,,,5,,,,,,,
316370,3163706, São Lourenço,São Lourenço,MG,45851,55,,65,5,37,37,2,88,67,21
316380,3163805,,São Miguel do Anta,MG,6938,1,,5,,,,,,,
316390,3163904, São Pedro da União,São Pedro da União,MG,4659,3,,5,,1,1,1,8,8,
316400,3164001,,São Pedro dos Ferros,MG,7781,,,3,,,,,,,
316410,3164100,,São Pedro do Suaçuí,MG,5246,1,,1,,,,,,,
316420,3164209, São Romão,São Romão,MG,12337,1,,9,,1,1,1,18,18,
316430,3164308, São Roque de Minas,São Roque de Minas,MG,7051,1,,4,,1,1,1,10,4,6
316440,3164407,,São Sebastião da Bela Vista,MG,5504,,,2,,,,,,,
316443,3164431,,São Sebastião da Vargem Alegre,MG,3007,1,,2,,,,,,,
316447,3164472,,São Sebastião do Anta,MG,6555,,,1,,,,,,,
316450,3164506,,São Sebastião do Maranhão,MG,10044,,,3,,,,,,,
316460,3164605,,São Sebastião do Oeste,MG,6775,3,,5,,,,,,,
316470,3164704, São Sebastião do Paraíso,São Sebastião do Paraíso,MG,70956,67,,118,1,27,27,2,334,265,69
316480,3164803,,São Sebastião do Rio Preto,MG,1506,,,5,,,,,,,
316490,3164902,,São Sebastião do Rio Verde,MG,2241,,,1,,,,,,,
316500,3165008, São Tiago,São Tiago,MG,10941,,,5,,1,1,1,45,30,15
316510,3165107, São Tomás de Aquino,São Tomás de Aquino,MG,7021,2,,,,1,1,1,1,,1
316520,3165206,,São Thomé das Letras,MG,7089,2,,5,,,,,,,
316530,3165305, São Vicente de Minas,São Vicente de Minas,MG,7753,2,,6,,2,2,1,30,23,7
316540,3165404,,Sapucaí-Mirim,MG,6930,2,,2,,,,,,,
316550,3165503,,Sardoá,MG,6300,,,4,,,,,,,
316553,3165537,,Sarzedo,MG,32752,11,,18,,,,,,,
316555,3165552,,Setubinha,MG,12258,,,2,,,,,,,
316556,3165560,,Sem-Peixe,MG,2633,1,,,,,,,,,
316557,3165578,,Senador Amaral,MG,5356,,,3,,,,,,,
316560,3165602, Senador Cortes,Senador Cortes,MG,2005,,,1,,1,1,1,,,
316570,3165701, Senador Firmino,Senador Firmino,MG,7812,9,,7,,,,,20,6,14
316580,3165800,,Senador José Bento,MG,1502,1,,2,,,,,,,
316590,3165909,,Senador Modestino Gonçalves,MG,4156,1,,5,,,,,,,
316600,3166006,,Senhora de Oliveira,MG,5786,2,,5,,,,,,,
316610,3166105,,Senhora do Porto,MG,3523,,,1,,,,,,,
316620,3166204,,Senhora dos Remédios,MG,10459,3,,3,,,,,,,
316630,3166303,,Sericita,MG,7326,,,3,,,,,,,
316640,3166402,,Seritinga,MG,1851,,,3,,,,,,,
316650,3166501,,Serra Azul de Minas,MG,4293,,,1,,,,,,,
316660,3166600,,Serra da Saudade,MG,781,,,,,,,,,,
316670,3166709,,Serra dos Aimorés,MG,8699,1,,,,,,,,,
316680,3166808, Serra do Salitre,Serra do Salitre,MG,11582,6,,8,,1,1,1,13,13,
316690,3166907, Serrania,Serrania,MG,7669,2,,5,,,,,14,13,1
316695,3166956,,Serranópolis de Minas,MG,4781,,,1,,,,,,,
316700,3167004,,Serranos,MG,1963,,,1,,,,,,,
316710,3167103, Serro,Serro,MG,20966,11,,9,,,,,56,37,19
316720,3167202, Sete Lagoas,Sete Lagoas,MG,239639,73,,204,2,79,76,7,344,217,127
316730,3167301,,Silveirânia,MG,2261,,,2,,,,,,,
316740,3167400,,Silvianópolis,MG,6238,2,,2,,,,,,,
316750,3167509, Simão Pereira,Simão Pereira,MG,2615,1,,3,,1,1,1,,,
316760,3167608,,Simonésia,MG,19633,3,,8,,,,,,,
316770,3167707,,Sobrália,MG,5553,1,,3,,,,,,,
316780,3167806,,Soledade de Minas,MG,6151,,,1,,,,,,,
316790,3167905,,Tabuleiro,MG,3750,,,1,,,,,,,
316800,3168002, Taiobeiras,Taiobeiras,MG,34132,25,,34,,11,11,2,81,74,7
316805,3168051,,Taparuba,MG,3110,,,4,,,,,,,
316810,3168101, Tapira,Tapira,MG,4773,3,,5,,1,1,1,,,
316820,3168200,,Tapiraí,MG,1875,,,1,,,,,,,
316830,3168309,,Taquaraçu de Minas,MG,4077,3,,2,,,,,,,
316840,3168408, Tarumirim,Tarumirim,MG,14326,5,,6,,,,,52,49,3
316850,3168507, Teixeiras,Teixeiras,MG,11661,2,,6,,,,,15,15,
316860,3168606, Teófilo Otoni,Teófilo Otoni,MG,140592,90,1,223,3,73,73,5,321,259,62
316870,3168705, Timóteo,Timóteo,MG,89842,45,1,70,,29,29,4,69,43,26
316880,3168804,,Tiradentes,MG,7981,2,,4,,,,,,,
316890,3168903, Tiros,Tiros,MG,6480,3,,3,,,,,14,14,
316900,3169000,,Tocantins,MG,16659,,,2,,,,,,,
316905,3169059,,Tocos do Moji,MG,4101,2,,3,,,,,,,
316910,3169109,,Toledo,MG,6258,1,,1,,,,,,,
316920,3169208, Tombos,Tombos,MG,8022,10,,7,,5,4,2,50,30,20
316930,3169307, Três Corações,Três Corações,MG,79482,43,,66,1,30,24,4,142,101,41
316935,3169356, Três Marias,Três Marias,MG,32356,18,,11,,6,4,1,32,23,9
316940,3169406, Três Pontas,Três Pontas,MG,56746,31,,50,,15,15,1,126,73,53
316950,3169505,,Tumiritinga,MG,6732,2,,3,,,,,,,
316960,3169604,,Tupaciguara,MG,25327,9,,10,,,,,,,
316970,3169703, Turmalina,Turmalina,MG,19964,6,,16,,,,,56,39,17
316980,3169802,,Turvolândia,MG,5040,,,2,,,,,,,
316990,3169901, Ubá,Ubá,MG,115552,124,,115,5,35,35,5,292,198,94
317000,3170008,,Ubaí,MG,12533,,,4,,,,,,,
317005,3170057, Ubaporanga,Ubaporanga,MG,12471,2,,3,,,,,2,,2
317010,3170107, Uberaba,Uberaba,MG,333783,310,11,646,44,218,207,9,900,617,283
317020,3170206, Uberlândia,Uberlândia,MG,691305,488,18,1113,83,382,378,18,1305,840,465
317030,3170305,,Umburatiba,MG,2611,,,2,,,,,,,
317040,3170404, Unaí,Unaí,MG,84378,31,,53,,8,8,2,113,68,45
317043,3170438, União de Minas,União de Minas,MG,4304,2,,6,,7,7,1,34,32,2
317047,3170479,,Uruana de Minas,MG,3264,2,,4,,,,,,,
317050,3170503,,Urucânia,MG,10358,1,,2,,,,,,,
317052,3170529, Urucuia,Urucuia,MG,16865,2,,7,,4,4,1,30,30,
317057,3170578,,Vargem Alegre,MG,6480,,,5,,,,,,,
317060,3170602,,Vargem Bonita,MG,2153,,,1,,,,,,,
317065,3170651,,Vargem Grande do Rio Pardo,MG,5007,1,,3,,,,,,,
317070,3170701, Varginha,Varginha,MG,135558,169,9,174,9,66,64,7,304,163,141
317075,3170750,,Varjão de Minas,MG,7036,,,1,,,,,,,
317080,3170800, Várzea da Palma,Várzea da Palma,MG,39493,7,,16,,2,2,1,59,35,24
317090,3170909, Varzelândia,Varzelândia,MG,19320,1,,5,,,,,23,23,
317100,3171006, Vazante,Vazante,MG,20590,12,,16,,,,,40,27,13
317103,3171030,,Verdelândia,MG,9355,1,,1,,,,,,,
317107,3171071,,Veredinha,MG,5720,1,,2,,,,,,,
317110,3171105,,Veríssimo,MG,3999,1,,3,,,,,,,
317115,3171154,,Vermelho Novo,MG,4839,,,,,,,,,,
317120,3171204, Vespasiano,Vespasiano,MG,127601,59,,65,,6,6,2,71,61,10
317130,3171303, Viçosa,Viçosa,MG,78846,58,,52,,25,25,2,230,136,94
317140,3171402,,Vieiras,MG,3608,1,,2,,,,,,,
317150,3171501,,Mathias Lobato,MG,3203,1,,2,,,,,,,
317160,3171600, Virgem da Lapa,Virgem da Lapa,MG,13752,2,,7,,,,,39,39,
317170,3171709, Virgínia,Virgínia,MG,8674,,,4,,1,1,1,27,25,2
317180,3171808, Virginópolis,Virginópolis,MG,10510,4,,3,,,,,49,48,1
317190,3171907,,Virgolândia,MG,5380,3,,2,,,,,,,
317200,3172004, Visconde do Rio Branco,Visconde do Rio Branco,MG,42564,27,,20,,10,10,1,82,52,30
317210,3172103,,Volta Grande,MG,5252,,,2,,,,,,,
317220,3172202,,Wenceslau Braz,MG,2552,,,,,,,,,,
320010,3200102, Afonso Cláudio,Afonso Cláudio,ES,30586,15,,15,,1,1,1,58,52,6
320013,3200136,,Águia Branca,ES,9642,2,,6,,,,,,,
320016,3200169,,Água Doce do Norte,ES,11019,,,1,,,,,,,
320020,3200201, Alegre,Alegre,ES,30084,21,,19,,2,1,1,50,43,7
320030,3200300, Alfredo Chaves,Alfredo Chaves,ES,14601,7,,11,,1,1,1,,,
320035,3200359,,Alto Rio Novo,ES,7836,7,,3,,,,,,,
320040,3200409, Anchieta,Anchieta,ES,29263,41,,46,,4,4,2,365,53,312
320050,3200508, Apiacá,Apiacá,ES,7567,5,,8,,1,1,1,16,16,
320060,3200607, Aracruz,Aracruz,ES,101220,83,,84,4,8,7,2,123,93,30
320070,3200706, Atilio Vivacqua,Atílio Vivacqua,ES,11936,3,,11,,,,,10,10,
320080,3200805, Baixo Guandu,Baixo Guandu,ES,30998,16,,15,3,8,8,1,51,51,
320090,3200904, Barra de São Francisco,Barra de São Francisco,ES,44650,18,,25,4,13,13,1,86,61,25
320100,3201001, Boa Esperança,Boa Esperança,ES,15037,11,,7,,1,1,1,38,30,8
320110,3201100, Bom Jesus do Norte,Bom Jesus do Norte,ES,9936,5,,5,,2,2,1,,,
320115,3201159,,Brejetuba,ES,12404,7,,6,1,,,,,,
320120,3201209, Cachoeiro de Itapemirim,Cachoeiro de Itapemirim,ES,208972,137,5,251,22,151,135,5,520,354,166
320130,3201308, Cariacica,Cariacica,ES,381285,191,10,326,27,80,80,4,333,187,146
320140,3201407, Castelo,Castelo,ES,37534,22,,16,,8,8,1,55,31,24
320150,3201506, Colatina,Colatina,ES,122499,83,9,199,14,70,67,3,484,336,148
320160,3201605, Conceição da Barra,Conceição da Barra,ES,31063,10,,10,,1,1,1,16,16,
320170,3201704, Conceição do Castelo,Conceição do Castelo,ES,12723,7,,3,,2,2,1,20,20,
320180,3201803,,Divino de São Lourenço,ES,4304,,,6,,,,,,,
320190,3201902, Domingos Martins,Domingos Martins,ES,33850,37,,20,3,2,2,1,102,93,9
320200,3202009,,Dores do Rio Preto,ES,6749,3,,5,,,,,,,
320210,3202108, Ecoporanga,Ecoporanga,ES,22923,,,8,1,1,1,1,56,46,10
320220,3202207, Fundão,Fundão,ES,21509,16,,14,,,,,71,11,60
320225,3202256,,Governador Lindenberg,ES,12709,6,,6,,,,,,,
320230,3202306, Guaçuí,Guaçuí,ES,30867,18,,39,3,16,16,2,91,76,15
320240,3202405, Guarapari,Guarapari,ES,124859,23,,64,5,15,14,4,59,59,
320245,3202454, Ibatiba,Ibatiba,ES,26082,19,,12,,1,1,1,50,41,9
320250,3202504, Ibiraçu,Ibiraçu,ES,12479,4,,8,,4,4,1,,,
320255,3202553, Ibitirama,Ibitirama,ES,8889,4,,5,,4,3,2,,,
320260,3202603, Iconha,Iconha,ES,13860,10,,5,,5,4,1,28,26,2
320265,3202652,,Irupi,ES,13377,1,,4,,,,,,,
320270,3202702, Itaguaçu,Itaguaçu,ES,14066,4,,4,,1,1,1,51,47,4
320280,3202801, Itapemirim,Itapemirim,ES,34348,14,,38,,7,7,2,106,100,6
320290,3202900, Itarana,Itarana,ES,10555,5,,2,,1,1,1,38,35,3
320300,3203007, Iúna,Iúna,ES,29161,8,,11,,3,3,1,66,56,10
320305,3203056, Jaguaré,Jaguaré,ES,30477,19,,14,7,2,2,1,22,22,
320310,3203106, Jerônimo Monteiro,Jerônimo Monteiro,ES,12192,8,,10,,1,1,1,26,26,
320313,3203130, João Neiva,João Neiva,ES,16668,10,,6,2,1,1,1,50,32,18
320316,3203163, Laranja da Terra,Laranja da Terra,ES,10947,7,,6,,,,,23,23,
320320,3203205, Linhares,Linhares,ES,173555,72,,140,11,64,56,3,257,154,103
320330,3203304, Mantenópolis,Mantenópolis,ES,15350,4,,9,,1,1,1,,,
320332,3203320, Marataízes,Marataízes,ES,38499,14,,43,,,,,94,,94
320334,3203346, Marechal Floriano,Marechal Floriano,ES,16694,8,,11,,2,2,1,,,
320335,3203353,,Marilândia,ES,12833,6,,10,,,,,,,
320340,3203403, Mimoso do Sul,Mimoso do Sul,ES,26153,4,,17,,2,2,1,52,46,6
320350,3203502, Montanha,Montanha,ES,18833,12,,19,,,,,35,32,3
320360,3203601, Mucurici,Mucurici,ES,5524,5,,6,,,,,19,19,
320370,3203700, Muniz Freire,Muniz Freire,ES,17465,1,,12,,1,1,1,35,34,1
320380,3203809, Muqui,Muqui,ES,15449,1,,11,,,,,42,38,4
320390,3203908, Nova Venécia,Nova Venécia,ES,50110,30,,30,1,4,4,2,61,48,13
320400,3204005, Pancas,Pancas,ES,23184,2,,10,,1,1,,9,9,
320405,3204054, Pedro Canário,Pedro Canário,ES,26184,10,,11,,1,1,1,36,30,6
320410,3204104, Pinheiros,Pinheiros,ES,27047,7,,4,,,,,32,32,
320420,3204203, Piúma,Piúma,ES,21711,8,,20,,,,,68,12,56
320425,3204252,,Ponto Belo,ES,7863,1,,4,,,,,,,
320430,3204302, Presidente Kennedy,Presidente Kennedy,ES,11574,8,,12,,1,1,1,,,
320435,3204351, Rio Bananal,Rio Bananal,ES,19141,3,,3,,,,,26,26,
320440,3204401,,Rio Novo do Sul,ES,11622,9,,5,,,,,,,
320450,3204500, Santa Leopoldina,Santa Leopoldina,ES,12224,6,,5,1,3,3,1,25,25,
320455,3204559, Santa Maria de Jetibá,Santa Maria de Jetibá,ES,40431,8,,13,,5,5,1,59,56,3
320460,3204609, Santa Teresa,Santa Teresa,ES,23590,31,1,36,3,23,23,1,69,58,11
320465,3204658,,São Domingos do Norte,ES,8638,2,,9,,,,,,,
320470,3204708, São Gabriel da Palha,São Gabriel da Palha,ES,37947,12,,14,,6,6,1,142,20,122
320480,3204807, São José do Calçado,São José do Calçado,ES,10556,6,2,14,2,8,6,1,77,77,
320490,3204906, São Mateus,São Mateus,ES,130611,59,1,111,3,74,74,3,283,206,77
320495,3204955, São Roque do Canaã,São Roque do Canaã,ES,12415,2,,3,,1,1,1,,,
320500,3205002, Serra,Serra,ES,517510,281,40,586,76,192,192,6,754,474,280
320501,3205010,,Sooretama,ES,30070,2,,6,,,,,,,
320503,3205036, Vargem Alta,Vargem Alta,ES,21402,7,,7,,2,2,2,30,27,3
320506,3205069, Venda Nova do Imigrante,Venda Nova do Imigrante,ES,25277,16,,34,3,16,16,2,101,61,40
320510,3205101, Viana,Viana,ES,78239,38,,81,,7,7,2,,,
320515,3205150,,Vila Pavão,ES,9208,,,6,,,,,,,
320517,3205176, Vila Valério,Vila Valério,ES,14080,2,,6,,1,1,1,,,
320520,3205200, Vila Velha,Vila Velha,ES,493838,266,8,560,50,249,230,8,864,435,429
320530,3205309, Vitória,Vitória,ES,362097,284,36,1000,93,387,339,18,1695,1135,560
330010,3300100, Angra dos Reis,Angra dos Reis,RJ,203785,124,6,249,14,66,66,13,286,217,69
330015,3300159, Aperibé,Aperibé,RJ,11759,9,,15,1,2,2,1,35,35,
330020,3300209, Araruama,Araruama,RJ,132400,46,3,101,15,57,52,4,158,94,64
330022,3300225, Areal,Areal,RJ,12572,14,,14,,2,2,1,21,21,
330023,3300233, Armação dos Búzios,Armação dos Búzios,RJ,33870,36,,30,10,1,1,1,48,48,
330025,3300258, Arraial do Cabo,Arraial do Cabo,RJ,30349,15,,30,2,7,5,3,79,79,
330030,3300308, Barra do Piraí,Barra do Piraí,RJ,100374,62,,75,8,14,14,4,280,234,46
330040,3300407, Barra Mansa,Barra Mansa,RJ,184412,153,2,148,21,49,48,8,296,187,109
330045,3300456, Belford Roxo,Belford Roxo,RJ,510906,66,,113,2,39,39,9,285,157,128
330050,3300506, Bom Jardim,Bom Jardim,RJ,27446,10,,10,3,4,3,1,65,60,5
330060,3300605, Bom Jesus do Itabapoana,Bom Jesus do Itabapoana,RJ,37096,37,,27,3,7,7,1,131,71,60
330070,3300704, Cabo Frio,Cabo Frio,RJ,226525,177,1,265,11,61,51,10,538,319,219
330080,3300803, Cachoeiras de Macacu,Cachoeiras de Macacu,RJ,58937,31,,35,3,2,2,2,103,103,
330090,3300902, Cambuci,Cambuci,RJ,15505,13,,14,2,4,4,1,44,42,2
330093,3300936, Carapebus,Carapebus,RJ,16301,11,,19,,1,1,1,,,
330095,3300951, Comendador Levy Gasparian,Comendador Levy Gasparian,RJ,8561,6,,7,,1,1,1,,,
330100,3301009, Campos dos Goytacazes,Campos dos Goytacazes,RJ,507548,374,24,735,46,306,298,14,1664,1112,552
330110,3301108, Cantagalo,Cantagalo,RJ,20172,8,,13,,6,6,1,83,71,12
330115,3301157,,Cardoso Moreira,RJ,12823,8,,12,,,,,,,
330120,3301207, Carmo,Carmo,RJ,18895,16,,21,1,2,2,1,38,36,2
330130,3301306, Casimiro de Abreu,Casimiro de Abreu,RJ,44184,13,,53,2,4,4,2,75,75,
330140,3301405, Conceição de Macabu,Conceição de Macabu,RJ,23228,9,,10,,2,2,1,36,36,
330150,3301504, Cordeiro,Cordeiro,RJ,21926,8,,10,,1,1,1,38,38,
330160,3301603, Duas Barras,Duas Barras,RJ,11492,6,,8,,1,1,1,16,16,
330170,3301702, Duque de Caxias,Duque de Caxias,RJ,919596,377,16,991,110,319,287,15,977,751,226
330180,3301801, Engenheiro Paulo de Frontin,Engenheiro Paulo de Frontin,RJ,14002,12,,9,,3,3,3,32,23,9
330185,3301850, Guapimirim,Guapimirim,RJ,60517,32,,55,4,2,2,1,137,73,64
330187,3301876, Iguaba Grande,Iguaba Grande,RJ,28310,9,,28,,8,5,1,,,
330190,3301900, Itaboraí,Itaboraí,RJ,240592,94,4,270,8,28,26,5,313,306,7
330200,3302007, Itaguaí,Itaguaí,RJ,133019,69,5,78,13,21,21,2,159,90,69
330205,3302056,,Italva,RJ,15207,7,,5,,,,,,,
330210,3302106, Itaocara,Itaocara,RJ,23234,20,,15,,11,11,1,68,40,28
330220,3302205, Itaperuna,Itaperuna,RJ,103224,116,,111,7,72,72,4,383,223,160
330225,3302254, Itatiaia,Itatiaia,RJ,31805,24,,29,2,10,6,1,36,36,
330227,3302270, Japeri,Japeri,RJ,104768,32,,33,,7,7,3,,,
330230,3302304, Laje do Muriaé,Laje do Muriaé,RJ,7355,4,,5,,1,1,1,30,30,
330240,3302403, Macaé,Macaé,RJ,256672,199,14,269,22,127,127,8,506,295,211
330245,3302452, Macuco,Macuco,RJ,5599,3,,8,,1,1,1,,,
330250,3302502, Magé,Magé,RJ,245071,52,,113,5,18,18,7,192,142,50
330260,3302601, Mangaratiba,Mangaratiba,RJ,44468,34,,45,6,7,4,2,62,62,
330270,3302700, Maricá,Maricá,RJ,161207,76,,138,5,23,17,3,141,108,33
330280,3302809, Mendes,Mendes,RJ,18614,7,,8,1,1,1,,10,,10
330285,3302858, Mesquita,Mesquita,RJ,176103,36,2,155,12,36,36,8,176,100,76
330290,3302908, Miguel Pereira,Miguel Pereira,RJ,25538,17,,14,2,3,3,1,99,99,
330300,3303005, Miracema,Miracema,RJ,27174,27,,20,,7,7,1,71,42,29
330310,3303104, Natividade,Natividade,RJ,15317,7,,21,,2,2,1,50,46,4
330320,3303203, Nilópolis,Nilópolis,RJ,162485,89,4,107,7,52,52,3,137,88,49
330330,3303302, Niterói,Niterói,RJ,513584,479,30,1125,106,435,414,19,1661,971,690
330340,3303401, Nova Friburgo,Nova Friburgo,RJ,190631,100,4,160,16,41,39,5,659,408,251
330350,3303500, Nova Iguaçu,Nova Iguaçu,RJ,821128,391,8,517,33,140,139,11,971,536,435
330360,3303609, Paracambi,Paracambi,RJ,52257,29,,30,3,3,3,2,82,54,28
330370,3303708, Paraíba do Sul,Paraíba do Sul,RJ,44285,34,,46,15,25,17,2,126,102,24
330380,3303807, Paraty,Paraty,RJ,43165,21,,22,2,4,4,2,37,37,
330385,3303856,,Paty do Alferes,RJ,27769,7,,8,,,,,,,
330390,3303906, Petrópolis,Petrópolis,RJ,306191,338,9,358,36,169,163,12,1651,1039,612
330395,3303955, Pinheiral,Pinheiral,RJ,25156,18,,20,,2,2,1,31,29,2
330400,3304003, Piraí,Piraí,RJ,29277,18,,27,,7,7,2,57,51,6
330410,3304102, Porciúncula,Porciúncula,RJ,18847,7,,11,,2,2,1,1,1,
330411,3304110, Porto Real,Porto Real,RJ,19683,11,2,20,7,7,7,1,45,45,
330412,3304128, Quatis,Quatis,RJ,14302,7,,10,2,1,1,1,33,33,
330414,3304144, Queimados,Queimados,RJ,150319,35,1,57,,10,9,5,67,67,
330415,3304151, Quissamã,Quissamã,RJ,24700,5,,32,,5,4,1,74,74,
330420,3304201, Resende,Resende,RJ,131341,85,2,157,10,110,102,5,362,158,204
330430,3304300, Rio Bonito,Rio Bonito,RJ,60201,27,1,54,4,12,12,3,112,87,25
330440,3304409, Rio Claro,Rio Claro,RJ,18529,10,,18,,9,9,1,41,41,
330450,3304508, Rio das Flores,Rio das Flores,RJ,9284,2,,11,,,,,21,21,
330452,3304524, Rio das Ostras,Rio das Ostras,RJ,150674,60,2,129,7,38,36,2,102,90,12
330455,3304557, Rio de Janeiro,Rio de Janeiro,RJ,6718903,3807,399,11170,967,4327,3950,132,13933,8508,5425
330460,3304607, Santa Maria Madalena,Santa Maria Madalena,RJ,10404,4,,7,,2,2,1,23,23,
330470,3304706, Santo Antônio de Pádua,Santo Antônio de Pádua,RJ,42479,27,,35,,7,7,3,171,101,70
330475,3304755, São Francisco de Itabapoana,São Francisco de Itabapoana,RJ,42205,10,,24,,5,3,2,30,30,
330480,3304805, São Fidélis,São Fidélis,RJ,38669,12,,29,,7,5,1,111,102,9
330490,3304904, São Gonçalo,São Gonçalo,RJ,1084839,240,15,551,24,226,214,17,1389,734,655
330500,3305000, São João da Barra,São João da Barra,RJ,36102,33,,45,,16,15,6,40,40,
330510,3305109, São João de Meriti,São João de Meriti,RJ,472406,77,3,168,4,54,46,7,166,101,65
330513,3305133, São José de Ubá,São José de Ubá,RJ,7171,5,,4,,2,2,1,,,
330515,3305158, São José do Vale do Rio Preto,São José do Vale do Rio Preto,RJ,21795,7,,7,2,2,2,1,56,54,2
330520,3305208, São Pedro da Aldeia,São Pedro da Aldeia,RJ,104476,8,,58,1,14,12,3,61,45,16
330530,3305307, São Sebastião do Alto,São Sebastião do Alto,RJ,9357,7,,9,,3,3,1,48,39,9
330540,3305406, Sapucaia,Sapucaia,RJ,18228,5,,14,,1,,1,,,
330550,3305505, Saquarema,Saquarema,RJ,89170,24,,75,2,5,5,1,116,116,
330555,3305554, Seropédica,Seropédica,RJ,82312,15,,10,,13,13,4,27,27,
330560,3305604, Silva Jardim,Silva Jardim,RJ,21774,8,,13,,2,2,1,40,40,
330570,3305703, Sumidouro,Sumidouro,RJ,15623,3,,16,,1,1,1,25,25,
330575,3305752, Tanguá,Tanguá,RJ,34309,,,8,,1,1,1,214,43,171
330580,3305802, Teresópolis,Teresópolis,RJ,182594,121,2,177,7,43,42,5,391,268,123
330590,3305901, Trajano de Moraes,Trajano de Moraes,RJ,10626,,,6,,1,1,1,38,31,7
330600,3306008, Três Rios,Três Rios,RJ,81804,78,,113,1,51,49,5,266,186,80
330610,3306107, Valença,Valença,RJ,76523,87,,69,6,43,41,5,318,289,29
330615,3306156, Varre-Sai,Varre-Sai,RJ,11000,4,,5,,1,1,1,38,35,3
330620,3306206, Vassouras,Vassouras,RJ,36896,29,2,81,,48,46,2,457,403,54
330630,3306305, Volta Redonda,Volta Redonda,RJ,273012,240,5,379,17,234,228,18,747,419,328
350010,3500105, Adamantina,Adamantina,SP,35068,70,,67,1,9,9,2,235,206,29
350020,3500204,,Adolfo,SP,3562,2,,3,,,,,,,
350030,3500303, Aguaí,Aguaí,SP,36305,34,,24,,1,1,1,,,
350040,3500402, Águas da Prata,Águas da Prata,SP,8180,6,,3,,1,1,1,,,
350050,3500501, Águas de Lindóia,Águas de Lindóia,SP,18705,23,,15,2,3,3,2,42,30,12
350055,3500550,,Águas de Santa Bárbara,SP,6075,10,,9,,,,,,,
350060,3500600, Águas de São Pedro,Águas de São Pedro,SP,3451,3,,6,,1,1,1,,,
350070,3500709, Agudos,Agudos,SP,37214,44,,37,,4,4,2,60,38,22
350075,3500758,,Alambari,SP,6025,6,,5,,,,,,,
350080,3500808,,Alfredo Marcondes,SP,4166,1,,1,,,,,,,
350090,3500907,,Altair,SP,4160,9,,4,,,,,,,
350100,3501004, Altinópolis,Altinópolis,SP,16184,7,,16,,2,2,1,31,25,6
350110,3501103, Alto Alegre,Alto Alegre,SP,4099,2,,6,,1,1,1,22,19,3
350115,3501152, Alumínio,Alumínio,SP,18628,12,,13,,1,1,1,,,
350120,3501202,,Álvares Florence,SP,3679,1,,3,,,,,,,
350130,3501301, Álvares Machado,Álvares Machado,SP,24915,28,,13,,1,1,1,20,18,2
350140,3501400,,Álvaro de Carvalho,SP,5227,2,,3,,,,,,,
350150,3501509,,Alvinlândia,SP,3222,1,,,,,,,,,
350160,3501608, Americana,Americana,SP,239597,161,2,254,22,91,91,3,536,207,329
350170,3501707, Américo Brasiliense,Américo Brasiliense,SP,40504,56,3,100,24,26,24,5,193,193,
350180,3501806,,Américo de Campos,SP,5969,9,,4,,,,,,,
