,region_id,municipio,uf,populacao,quantidade_leitos
1893,CAFARNAUM BA,Cafarnaum,BA,18437,33.0
1894,CAIRU BA,Cairu,BA,18176,0.0
1895,CALDEIRAO GRANDE BA,Caldeirão Grande,BA,13327,39.0
1896,CAMACAN BA,Camacan,BA,31988,54.0
1897,CAMACARI BA,Camaçari,BA,299132,388.0
1898,CAMAMU BA,Camamu,BA,35316,17.0
1899,CAMPO ALEGRE DE LOURDES BA,Campo Alegre de Lourdes,BA,28798,77.0
1900,CAMPO FORMOSO BA,Campo Formoso,BA,71206,84.0
1901,CANAPOLIS BA,Canápolis,BA,9711,24.0
1902,CANARANA BA,Canarana,BA,26176,36.0
1903,CANAVIEIRAS BA,Canavieiras,BA,31099,75.0
1904,CANDEAL BA,Candeal,BA,8258,7.0
1905,CANDEIAS BA,Candeias,BA,87076,90.0
1906,CANDIBA BA,Candiba,BA,14319,37.0
1907,CANDIDO SALES BA,Cândido Sales,BA,25189,55.0
1908,CANSANCAO BA,Cansanção,BA,34834,46.0
1909,CANUDOS BA,Canudos,BA,16668,41.0
1910,CAPELA DO ALTO ALEGRE BA,Capela do Alto Alegre,BA,11637,11.0
1911,CAPIM GROSSO BA,Capim Grosso,BA,30662,57.0
1912,CARAIBAS BA,Caraíbas,BA,8951,3.0
1913,CARAVELAS BA,Caravelas,BA,22016,56.0
1914,CARDEAL DA SILVA BA,Cardeal da Silva,BA,9295,0.0
1915,CARINHANHA BA,Carinhanha,BA,29018,30.0
1916,CASA NOVA BA,Casa Nova,BA,71969,41.0
1917,CASTRO ALVES BA,Castro Alves,BA,26264,60.0
1918,CATOLANDIA BA,Catolândia,BA,3577,0.0
1919,CATU BA,Catu,BA,54704,97.0
1920,CATURAMA BA,Caturama,BA,9329,8.0
1921,CENTRAL BA,Central,BA,17266,42.0
1922,CHORROCHO BA,Chorrochó,BA,11177,15.0
1923,CICERO DANTAS BA,Cícero Dantas,BA,32515,49.0
1924,CIPO BA,Cipó,BA,17300,30.0
1925,COARACI BA,Coaraci,BA,16993,43.0
1926,COCOS BA,Cocos,BA,18777,31.0
1927,CONCEICAO DA FEIRA BA,Conceição da Feira,BA,22581,0.0
1928,CONCEICAO DO ALMEIDA BA,Conceição do Almeida,BA,17247,32.0
1929,CONCEICAO DO COITE BA,Conceição do Coité,BA,66612,214.0
1930,CONCEICAO DO JACUIPE BA,Conceição do Jacuípe,BA,33153,94.0
1931,CONDE BA,Conde,BA,25837,15.0
1932,CONDEUBA BA,Condeúba,BA,17247,16.0
1933,CONTENDAS DO SINCORA BA,Contendas do Sincorá,BA,4066,0.0
1934,CORACAO DE MARIA BA,Coração de Maria,BA,22605,21.0
1935,CORDEIROS BA,Cordeiros,BA,8614,5.0
1936,CORIBE BA,Coribe,BA,14194,36.0
1937,CORONEL JOAO SA BA,Coronel João Sá,BA,15895,0.0
1938,CORRENTINA BA,Correntina,BA,32137,35.0
1939,COTEGIPE BA,Cotegipe,BA,13782,29.0
1940,CRAVOLANDIA BA,Cravolândia,BA,5349,24.0
1941,CRISOPOLIS BA,Crisópolis,BA,21103,23.0
1942,CRISTOPOLIS BA,Cristópolis,BA,13910,69.0
1943,CRUZ DAS ALMAS BA,Cruz das Almas,BA,63239,85.0
1944,CURACA BA,Curaçá,BA,34700,26.0
1945,DARIO MEIRA BA,Dário Meira,BA,10710,0.0
1946,DIAS DAVILA BA,Dias dÁvila,BA,81089,112.0
1947,DOM BASILIO BA,Dom Basílio,BA,12199,14.0
1948,DOM MACEDO COSTA BA,Dom Macedo Costa,BA,4058,0.0
1949,ELISIO MEDRADO BA,Elísio Medrado,BA,8122,12.0
1950,ENCRUZILHADA BA,Encruzilhada,BA,17006,49.0
1951,ENTRE RIOS BA,Entre Rios,BA,41780,65.0
1952,ESPLANADA BA,Esplanada,BA,37237,40.0
1953,EUCLIDES DA CUNHA BA,Euclides da Cunha,BA,60585,47.0
1954,EUNAPOLIS BA,Eunápolis,BA,113380,259.0
1955,FATIMA BA,Fátima,BA,17890,0.0
1956,FEIRA DA MATA BA,Feira da Mata,BA,5665,6.0
1957,FEIRA DE SANTANA BA,Feira de Santana,BA,614872,1342.0
1958,FILADELFIA BA,Filadélfia,BA,16377,31.0
1959,FIRMINO ALVES BA,Firmino Alves,BA,5617,0.0
1960,FLORESTA AZUL BA,Floresta Azul,BA,10629,0.0
1961,FORMOSA DO RIO PRETO BA,Formosa do Rio Preto,BA,25591,29.0
1962,GANDU BA,Gandu,BA,32403,62.0
1963,GAVIAO BA,Gavião,BA,4463,0.0
1964,GENTIO DO OURO BA,Gentio do Ouro,BA,11233,16.0
1965,GLORIA BA,Glória,BA,15221,0.0
1966,GONGOGI BA,Gongogi,BA,7128,5.0
1967,GOVERNADOR MANGABEIRA BA,Governador Mangabeira,BA,20722,40.0
1968,GUAJERU BA,Guajeru,BA,6937,0.0
1969,GUANAMBI BA,Guanambi,BA,84481,213.0
1970,GUARATINGA BA,Guaratinga,BA,20843,32.0
1971,HELIOPOLIS BA,Heliópolis,BA,13031,0.0
1972,IACU BA,Iaçu,BA,24305,34.0
1973,IBIASSUCE BA,Ibiassucê,BA,9224,29.0
1974,IBICARAI BA,Ibicaraí,BA,21689,32.0
1975,IBICOARA BA,Ibicoara,BA,19571,0.0
1976,IBICUI BA,Ibicuí,BA,16198,21.0
1977,IBIPEBA BA,Ibipeba,BA,18211,44.0
1978,IBIPITANGA BA,Ibipitanga,BA,14902,14.0
1979,IBIQUERA BA,Ibiquera,BA,4044,2.0
1980,IBIRAPITANGA BA,Ibirapitanga,BA,23375,30.0
1981,IBIRAPUA BA,Ibirapuã,BA,8637,23.0
1982,IBIRATAIA BA,Ibirataia,BA,15312,91.0
1983,IBITIARA BA,Ibitiara,BA,16339,62.0
1984,IBITITA BA,Ibititá,BA,17113,32.0
1985,IBOTIRAMA BA,Ibotirama,BA,26927,78.0
1986,ICHU BA,Ichu,BA,6206,22.0
1987,IGAPORA BA,Igaporã,BA,15640,29.0
1988,IGRAPIUNA BA,Igrapiúna,BA,13226,8.0
1989,IGUAI BA,Iguaí,BA,26916,84.0
1990,ILHEUS BA,Ilhéus,BA,162327,633.0
1991,INHAMBUPE BA,Inhambupe,BA,39926,38.0
1992,IPECAETA BA,Ipecaetá,BA,14487,12.0
1993,IPIAU BA,Ipiaú,BA,45873,124.0
1994,IPIRA BA,Ipirá,BA,59595,44.0
1995,IPUPIARA BA,Ipupiara,BA,9865,24.0
1996,IRAJUBA BA,Irajuba,BA,7260,29.0
1997,IRAMAIA BA,Iramaia,BA,8537,16.0
1998,IRAQUARA BA,Iraquara,BA,25216,47.0
1999,IRARA BA,Irará,BA,29034,30.0
2000,IRECE BA,Irecê,BA,72967,186.0
2001,ITABELA BA,Itabela,BA,30584,38.0
2002,ITABERABA BA,Itaberaba,BA,64489,89.0
2003,ITABUNA BA,Itabuna,BA,213223,572.0
2004,ITACARE BA,Itacaré,BA,28296,61.0
2005,ITAETE BA,Itaeté,BA,16056,15.0
2006,ITAGI BA,Itagi,BA,12351,8.0
2007,ITAGIBA BA,Itagibá,BA,14579,0.0
2008,ITAGIMIRIM BA,Itagimirim,BA,6869,20.0
2009,ITAGUACU DA BAHIA BA,Itaguaçu da Bahia,BA,14429,24.0
2010,ITAJU DO COLONIA BA,Itaju do Colônia,BA,6682,12.0
2011,ITAJUIPE BA,Itajuípe,BA,20491,60.0
2012,ITAMARAJU BA,Itamaraju,BA,64486,84.0
2013,ITAMARI BA,Itamari,BA,8035,0.0
2014,ITAMBE BA,Itambé,BA,23049,50.0
2015,ITANAGRA BA,Itanagra,BA,6441,0.0
2016,ITANHEM BA,Itanhém,BA,19405,54.0
2017,ITAPARICA BA,Itaparica,BA,22228,52.0
2018,ITAPE BA,Itapé,BA,8761,0.0
2019,ITAPEBI BA,Itapebi,BA,10259,12.0
2020,ITAPETINGA BA,Itapetinga,BA,76147,89.0
2021,ITAPICURU BA,Itapicuru,BA,35576,54.0
2022,ITAPITANGA BA,Itapitanga,BA,10313,16.0
2023,ITAQUARA BA,Itaquara,BA,8319,19.0
2024,ITARANTIM BA,Itarantim,BA,19747,30.0
2025,ITATIM BA,Itatim,BA,14487,30.0
2026,ITIRUCU BA,Itiruçu,BA,12576,85.0
2027,ITIUBA BA,Itiúba,BA,36089,45.0
2028,ITORORO BA,Itororó,BA,20382,45.0
2029,ITUACU BA,Ituaçu,BA,18962,24.0
2030,ITUBERA BA,Ituberá,BA,28602,33.0
2031,IUIU BA,Iuiu,BA,10994,14.0
2032,JABORANDI BA,Jaborandi,BA,8385,30.0
2033,JACARACI BA,Jacaraci,BA,14842,29.0
2034,JACOBINA BA,Jacobina,BA,80518,278.0
2035,JAGUAQUARA BA,Jaguaquara,BA,54423,117.0
2036,JAGUARARI BA,Jaguarari,BA,33570,28.0
2037,JAGUARIPE BA,Jaguaripe,BA,18788,0.0
2038,JANDAIRA BA,Jandaíra,BA,10709,0.0
2039,JEQUIE BA,Jequié,BA,155966,523.0
2040,JEREMOABO BA,Jeremoabo,BA,40463,34.0
2041,JIQUIRICA BA,Jiquiriçá,BA,14537,23.0
2042,JITAUNA BA,Jitaúna,BA,11166,14.0
2043,JOAO DOURADO BA,João Dourado,BA,25188,32.0
2044,JUAZEIRO BA,Juazeiro,BA,216707,576.0
2045,JUCURUCU BA,Jucuruçu,BA,9126,24.0
2046,JUSSARA BA,Jussara,BA,15284,31.0
2047,JUSSARI BA,Jussari,BA,5833,37.0
2048,JUSSIAPE BA,Jussiape,BA,6186,12.0
2049,LAFAIETE COUTINHO BA,Lafaiete Coutinho,BA,3724,0.0
2050,LAGOA REAL BA,Lagoa Real,BA,15665,17.0
2051,LAJE BA,Laje,BA,23840,41.0
2052,LAJEDAO BA,Lajedão,BA,3955,0.0
2053,LAJEDINHO BA,Lajedinho,BA,3783,0.0
2054,LAJEDO DO TABOCAL BA,Lajedo do Tabocal,BA,8562,27.0
2055,LAMARAO BA,Lamarão,BA,8307,0.0
2056,LAPAO BA,Lapão,BA,27223,44.0
2057,LAURO DE FREITAS BA,Lauro de Freitas,BA,198440,405.0
2058,LENCOIS BA,Lençóis,BA,11409,14.0
2059,LICINIO DE ALMEIDA BA,Licínio de Almeida,BA,12388,20.0
2060,LIVRAMENTO DE NOSSA SENHORA BA,Livramento de Nossa Senhora,BA,45732,89.0
2061,LUIS EDUARDO MAGALHAES BA,Luís Eduardo Magalhães,BA,87519,122.0
2062,MACAJUBA BA,Macajuba,BA,11348,20.0
2063,MACARANI BA,Macarani,BA,18755,27.0
2064,MACAUBAS BA,Macaúbas,BA,49826,76.0
2065,MACURURE BA,Macururé,BA,7824,18.0
2066,MADRE DE DEUS BA,Madre de Deus,BA,21093,28.0
2067,MAETINGA BA,Maetinga,BA,3161,0.0
2068,MAIQUINIQUE BA,Maiquinique,BA,10112,14.0
2069,MAIRI BA,Mairi,BA,18676,27.0
2070,MALHADA BA,Malhada,BA,16845,21.0
2071,MALHADA DE PEDRAS BA,Malhada de Pedras,BA,8393,0.0
2072,MANOEL VITORINO BA,Manoel Vitorino,BA,13240,0.0
2073,MANSIDAO BA,Mansidão,BA,13643,0.0
2074,MARACAS BA,Maracás,BA,20834,58.0
2075,MARAGOGIPE BA,Maragogipe,BA,44677,0.0
2076,MARAU BA,Maraú,BA,20570,0.0
2077,MARCIONILIO SOUZA BA,Marcionílio Souza,BA,10406,19.0
2078,MASCOTE BA,Mascote,BA,13822,0.0
2079,MATA DE SAO JOAO BA,Mata de São João,BA,46583,58.0
2080,MATINA BA,Matina,BA,12201,21.0
2081,MEDEIROS NETO BA,Medeiros Neto,BA,22688,32.0
2082,MIGUEL CALMON BA,Miguel Calmon,BA,26023,87.0
2083,MILAGRES BA,Milagres,BA,10950,21.0
2084,MIRANGABA BA,Mirangaba,BA,18338,19.0
2085,MIRANTE BA,Mirante,BA,8641,0.0
2086,MONTE SANTO BA,Monte Santo,BA,49418,60.0
2087,MORPARA BA,Morpará,BA,8519,2.0
2088,MORRO DO CHAPEU BA,Morro do Chapéu,BA,35413,56.0
2089,MORTUGABA BA,Mortugaba,BA,12042,24.0
2090,MUCUGE BA,Mucugê,BA,9062,32.0
2091,MUCURI BA,Mucuri,BA,41748,97.0
2092,MULUNGU DO MORRO BA,Mulungu do Morro,BA,10889,34.0
2093,MUNDO NOVO BA,Mundo Novo,BA,26776,32.0
2094,MUNIZ FERREIRA BA,Muniz Ferreira,BA,7422,0.0
2095,MUQUEM DO SAO FRANCISCO BA,Muquém do São Francisco,BA,11348,0.0
2096,MURITIBA BA,Muritiba,BA,29399,40.0
2097,MUTUIPE BA,Mutuípe,BA,22221,45.0
2098,NAZARE BA,Nazaré,BA,28525,50.0
2099,NILO PECANHA BA,Nilo Peçanha,BA,13997,0.0
2100,NORDESTINA BA,Nordestina,BA,13130,30.0
2101,NOVA CANAA BA,Nova Canaã,BA,16462,30.0
2102,NOVA FATIMA BA,Nova Fátima,BA,7812,15.0
2103,NOVA IBIA BA,Nova Ibiá,BA,6591,0.0
2104,NOVA ITARANA BA,Nova Itarana,BA,8226,0.0
2105,NOVA REDENCAO BA,Nova Redenção,BA,9118,0.0
2106,NOVA SOURE BA,Nova Soure,BA,26947,39.0
2107,NOVA VICOSA BA,Nova Viçosa,BA,43376,61.0
2108,NOVO HORIZONTE BA,Novo Horizonte,BA,12385,0.0
2109,NOVO TRIUNFO BA,Novo Triunfo,BA,15440,0.0
2110,OLINDINA BA,Olindina,BA,28229,23.0
2111,OLIVEIRA DOS BREJINHOS BA,Oliveira dos Brejinhos,BA,21825,13.0
2112,OURICANGAS BA,Ouriçangas,BA,8564,15.0
2113,OUROLANDIA BA,Ourolândia,BA,17451,17.0
2114,PALMAS DE MONTE ALTO BA,Palmas de Monte Alto,BA,21750,54.0
2115,PALMEIRAS BA,Palmeiras,BA,9019,0.0
2116,PARAMIRIM BA,Paramirim,BA,21607,90.0
2117,PARATINGA BA,Paratinga,BA,32000,36.0
2118,PARIPIRANGA BA,Paripiranga,BA,28989,18.0
2119,PAU BRASIL BA,Pau Brasil,BA,9831,7.0
2120,PAULO AFONSO BA,Paulo Afonso,BA,117782,179.0
2121,PE DE SERRA BA,Pé de Serra,BA,13578,8.0
2122,PEDRAO BA,Pedrão,BA,7347,0.0
2123,PEDRO ALEXANDRE BA,Pedro Alexandre,BA,16667,0.0
2124,PIATA BA,Piatã,BA,17123,26.0
2125,PILAO ARCADO BA,Pilão Arcado,BA,35048,30.0
2126,PINDAI BA,Pindaí,BA,16260,24.0
2127,PINDOBACU BA,Pindobaçu,BA,20150,58.0
2128,PINTADAS BA,Pintadas,BA,10437,16.0
2129,PIRAI DO NORTE BA,Piraí do Norte,BA,10023,0.0
2130,PIRIPA BA,Piripá,BA,10707,17.0
2131,PIRITIBA BA,Piritiba,BA,24755,37.0
2132,PLANALTINO BA,Planaltino,BA,9322,27.0
2133,PLANALTO BA,Planalto,BA,26265,59.0
2134,POCOES BA,Poções,BA,46871,68.0
2135,POJUCA BA,Pojuca,BA,39519,147.0
2136,PONTO NOVO BA,Ponto Novo,BA,14914,29.0
2137,PORTO SEGURO BA,Porto Seguro,BA,148686,178.0
2138,POTIRAGUA BA,Potiraguá,BA,7224,21.0
2139,PRADO BA,Prado,BA,28174,42.0
2140,PRESIDENTE DUTRA BA,Presidente Dutra,BA,15142,17.0
2141,PRESIDENTE JANIO QUADROS BA,Presidente Jânio Quadros,BA,12338,0.0
2142,PRESIDENTE TANCREDO NEVES BA,Presidente Tancredo Neves,BA,27719,17.0
2143,QUEIMADAS BA,Queimadas,BA,25439,50.0
2144,QUIJINGUE BA,Quijingue,BA,27580,17.0
2145,QUIXABEIRA BA,Quixabeira,BA,8972,0.0
2146,RAFAEL JAMBEIRO BA,Rafael Jambeiro,BA,22621,22.0
2147,REMANSO BA,Remanso,BA,41008,71.0
2148,RETIROLANDIA BA,Retirolândia,BA,14396,24.0
2149,RIACHAO DAS NEVES BA,Riachão das Neves,BA,22339,29.0
2150,RIACHAO DO JACUIPE BA,Riachão do Jacuípe,BA,33436,121.0
2151,RIACHO DE SANTANA BA,Riacho de Santana,BA,35421,59.0
2152,RIBEIRA DO AMPARO BA,Ribeira do Amparo,BA,14592,5.0
2153,RIBEIRA DO POMBAL BA,Ribeira do Pombal,BA,53807,95.0
2154,RIBEIRAO DO LARGO BA,Ribeirão do Largo,BA,5812,0.0
2155,RIO DE CONTAS BA,Rio de Contas,BA,12989,17.0
2156,RIO DO ANTONIO BA,Rio do Antônio,BA,15371,0.0
2157,RIO DO PIRES BA,Rio do Pires,BA,11655,27.0
2158,RIO REAL BA,Rio Real,BA,40732,55.0
2159,RODELAS BA,Rodelas,BA,9331,0.0
2160,RUY BARBOSA BA,Ruy Barbosa,BA,30814,120.0
2161,SALINAS DA MARGARIDA BA,Salinas da Margarida,BA,15667,9.0
2162,SALVADOR BA,Salvador,BA,2872347,8171.0
2163,SANTA BARBARA BA,Santa Bárbara,BA,20791,13.0
2164,SANTA BRIGIDA BA,Santa Brígida,BA,14213,0.0
2165,SANTA CRUZ CABRALIA BA,Santa Cruz Cabrália,BA,27778,22.0
2166,SANTA CRUZ DA VITORIA BA,Santa Cruz da Vitória,BA,6315,0.0
2167,SANTA INES BA,Santa Inês,BA,10631,23.0
2168,SANTALUZ BA,Santaluz,BA,37348,101.0
2169,SANTA LUZIA BA,Santa Luzia,BA,12597,0.0
2170,SANTA MARIA DA VITORIA BA,Santa Maria da Vitória,BA,39845,55.0
2171,SANTANA BA,Santana,BA,26614,36.0
2172,SANTANOPOLIS BA,Santanópolis,BA,8943,13.0
2173,SANTA RITA DE CASSIA BA,Santa Rita de Cássia,BA,28338,24.0
2174,SANTA TEREZINHA BA,Santa Terezinha,BA,10405,28.0
2175,SANTO AMARO BA,Santo Amaro,BA,60069,88.0
2176,SANTO ANTONIO DE JESUS BA,Santo Antônio de Jesus,BA,101512,328.0
2177,SANTO ESTEVAO BA,Santo Estêvão,BA,52850,87.0
2178,SAO DESIDERIO BA,São Desidério,BA,33742,24.0
2179,SAO DOMINGOS BA,São Domingos,BA,9058,20.0
2180,SAO FELIX BA,São Félix,BA,14740,90.0
2181,SAO FELIX DO CORIBE BA,São Félix do Coribe,BA,15391,49.0
2182,SAO FELIPE BA,São Felipe,BA,21074,18.0
2183,SAO FRANCISCO DO CONDE BA,São Francisco do Conde,BA,39802,35.0
2184,SAO GABRIEL BA,São Gabriel,BA,18793,34.0
2185,SAO GONCALO DOS CAMPOS BA,São Gonçalo dos Campos,BA,37550,36.0
2186,SAO JOSE DA VITORIA BA,São José da Vitória,BA,5657,0.0
2187,SAO JOSE DO JACUIPE BA,São José do Jacuípe,BA,10462,0.0
2188,SAO MIGUEL DAS MATAS BA,São Miguel das Matas,BA,11675,29.0
2189,SAO SEBASTIAO DO PASSE BA,São Sebastião do Passé,BA,44300,53.0
2190,SAPEACU BA,Sapeaçu,BA,17398,27.0
2191,SATIRO DIAS BA,Sátiro Dias,BA,17273,25.0
2192,SAUBARA BA,Saubara,BA,12043,13.0
2193,SAUDE BA,Saúde,BA,12913,39.0
2194,SEABRA BA,Seabra,BA,44091,95.0
2195,SEBASTIAO LARANJEIRAS BA,Sebastião Laranjeiras,BA,11434,20.0
2196,SENHOR DO BONFIM BA,Senhor do Bonfim,BA,79015,136.0
2197,SERRA DO RAMALHO BA,Serra do Ramalho,BA,31472,31.0
2198,SENTO SE BA,Sento Sé,BA,40684,32.0
2199,SERRA DOURADA BA,Serra Dourada,BA,17386,45.0
2200,SERRA PRETA BA,Serra Preta,BA,14878,25.0
2201,SERRINHA BA,Serrinha,BA,80861,216.0
2202,SERROLANDIA BA,Serrolândia,BA,13397,33.0
2203,SIMOES FILHO BA,Simões Filho,BA,134377,55.0
2204,SITIO DO MATO BA,Sítio do Mato,BA,13012,18.0
2205,SITIO DO QUINTO BA,Sítio do Quinto,BA,9986,0.0
2206,SOBRADINHO BA,Sobradinho,BA,23191,35.0
2207,SOUTO SOARES BA,Souto Soares,BA,16979,12.0
2208,TABOCAS DO BREJO VELHO BA,Tabocas do Brejo Velho,BA,12518,32.0
2209,TANHACU BA,Tanhaçu,BA,20403,0.0
2210,TANQUE NOVO BA,Tanque Novo,BA,17366,30.0
2211,TANQUINHO BA,Tanquinho,BA,7918,20.0
2212,TAPEROA BA,Taperoá,BA,21074,26.0
2213,TAPIRAMUTA BA,Tapiramutá,BA,17010,33.0
2214,TEIXEIRA DE FREITAS BA,Teixeira de Freitas,BA,160487,289.0
2215,TEODORO SAMPAIO BA,Teodoro Sampaio,BA,7425,0.0
2216,TEOFILANDIA BA,Teofilândia,BA,22518,18.0
2217,TEOLANDIA BA,Teolândia,BA,14943,24.0
2218,TERRA NOVA BA,Terra Nova,BA,13033,0.0
2219,TREMEDAL BA,Tremedal,BA,16394,19.0
2220,TUCANO BA,Tucano,BA,50687,58.0
2221,UAUA BA,Uauá,BA,24240,24.0
2222,UBAIRA BA,Ubaíra,BA,19895,71.0
2223,UBAITABA BA,Ubaitaba,BA,19056,100.0
2224,UBATA BA,Ubatã,BA,27035,37.0
2225,UIBAI BA,Uibaí,BA,13887,30.0
2226,UMBURANAS BA,Umburanas,BA,19222,5.0
2227,UNA BA,Una,BA,19002,47.0
2228,URANDI BA,Urandi,BA,16658,34.0
2229,URUCUCA BA,Uruçuca,BA,20519,0.0
2230,UTINGA BA,Utinga,BA,19178,20.0
2231,VALENCA BA,Valença,BA,96562,121.0
2232,VALENTE BA,Valente,BA,28473,64.0
2233,VARZEA DA ROCA BA,Várzea da Roça,BA,14104,21.0
2234,VARZEA DO POCO BA,Várzea do Poço,BA,9170,30.0
2235,VARZEA NOVA BA,Várzea Nova,BA,12697,20.0
2236,VARZEDO BA,Varzedo,BA,8838,0.0
2237,VERA CRUZ BA,Vera Cruz,BA,43223,27.0
2238,VEREDA BA,Vereda,BA,6205,12.0
2239,VITORIA DA CONQUISTA BA,Vitória da Conquista,BA,338480,849.0
2240,WAGNER BA,Wagner,BA,9345,37.0
2241,WANDERLEY BA,Wanderley,BA,12238,28.0
2242,WENCESLAU GUIMARAES BA,Wenceslau Guimarães,BA,21101,44.0
2243,XIQUE-XIQUE BA,Xique-Xique,BA,46483,85.0
2244,ABADIA DOS DOURADOS MG,Abadia dos Dourados,MG,6989,17.0
2245,ABAETE MG,Abaeté,MG,23237,46.0
2246,ABRE CAMPO MG,Abre Campo,MG,13454,66.0
2247,ACAIACA MG,Acaiaca,MG,3994,0.0
2248,ACUCENA MG,Açucena,MG,9470,0.0
2249,AGUA BOA MG,Água Boa,MG,13735,15.0
2250,AGUA COMPRIDA MG,Água Comprida,MG,1999,0.0
2251,AGUANIL MG,Aguanil,MG,4486,0.0
2252,AGUAS FORMOSAS MG,Águas Formosas,MG,19207,65.0
2253,AGUAS VERMELHAS MG,Águas Vermelhas,MG,13539,47.0
2254,AIMORES MG,Aimorés,MG,25167,53.0
2255,AIURUOCA MG,Aiuruoca,MG,6003,30.0
2256,ALAGOA MG,Alagoa,MG,2674,17.0
2257,ALBERTINA MG,Albertina,MG,3007,0.0
2258,ALEM PARAIBA MG,Além Paraíba,MG,35362,83.0
2259,ALFENAS MG,Alfenas,MG,79996,453.0
2260,ALFREDO VASCONCELOS MG,Alfredo Vasconcelos,MG,6907,0.0
2261,ALMENARA MG,Almenara,MG,41896,142.0
2262,ALPERCATA MG,Alpercata,MG,7424,0.0
2263,ALPINOPOLIS MG,Alpinópolis,MG,19853,35.0
2264,ALTEROSA MG,Alterosa,MG,14466,30.0
2265,ALTO CAPARAO MG,Alto Caparaó,MG,5847,0.0
2266,ALTO RIO DOCE MG,Alto Rio Doce,MG,11000,17.0
2267,ALVARENGA MG,Alvarenga,MG,3907,0.0
2268,ALVINOPOLIS MG,Alvinópolis,MG,15203,35.0
2269,ALVORADA DE MINAS MG,Alvorada de Minas,MG,3606,0.0
2270,AMPARO DO SERRA MG,Amparo do Serra,MG,4713,0.0
2271,ANDRADAS MG,Andradas,MG,41077,65.0
2272,CACHOEIRA DE PAJEU MG,Cachoeira de Pajeú,MG,9412,26.0
2273,ANDRELANDIA MG,Andrelândia,MG,12224,49.0
2274,ANGELANDIA MG,Angelândia,MG,8520,0.0
2275,ANTONIO CARLOS MG,Antônio Carlos,MG,11445,12.0
2276,ANTONIO DIAS MG,Antônio Dias,MG,9318,0.0
2277,ANTONIO PRADO DE MINAS MG,Antônio Prado de Minas,MG,1598,0.0
2278,ARACAI MG,Araçaí,MG,2347,0.0
2279,ARACITABA MG,Aracitaba,MG,2063,0.0
2280,ARACUAI MG,Araçuaí,MG,36708,72.0
2281,ARAGUARI MG,Araguari,MG,117267,169.0
2282,ARANTINA MG,Arantina,MG,2795,0.0
2283,ARAPONGA MG,Araponga,MG,8439,0.0
2284,ARAPORA MG,Araporã,MG,6869,13.0
2285,ARAPUA MG,Arapuá,MG,2834,0.0
2286,ARAUJOS MG,Araújos,MG,9273,0.0
2287,ARAXA MG,Araxá,MG,106229,318.0
2288,ARCEBURGO MG,Arceburgo,MG,10772,8.0
2289,ARCOS MG,Arcos,MG,40092,64.0
2290,AREADO MG,Areado,MG,15070,14.0
2291,ARGIRITA MG,Argirita,MG,2727,0.0
2292,ARICANDUVA MG,Aricanduva,MG,5231,0.0
2293,ARINOS MG,Arinos,MG,17875,12.0
2294,ASTOLFO DUTRA MG,Astolfo Dutra,MG,14179,0.0
2295,ATALEIA MG,Ataléia,MG,12868,35.0
2296,AUGUSTO DE LIMA MG,Augusto de Lima,MG,4869,0.0
2297,BAEPENDI MG,Baependi,MG,19148,59.0
2298,BALDIM MG,Baldim,MG,7826,0.0
2299,BAMBUI MG,Bambuí,MG,23829,242.0
2300,BANDEIRA MG,Bandeira,MG,4795,0.0
2301,BANDEIRA DO SUL MG,Bandeira do Sul,MG,5746,0.0
2302,BARAO DE COCAIS MG,Barão de Cocais,MG,32485,34.0
2303,BARAO DE MONTE ALTO MG,Barão de Monte Alto,MG,5397,0.0
2304,BARBACENA MG,Barbacena,MG,137313,1060.0
2305,BARRA LONGA MG,Barra Longa,MG,5131,0.0
2306,BARROSO MG,Barroso,MG,20810,49.0
2307,BELA VISTA DE MINAS MG,Bela Vista de Minas,MG,10255,0.0
2308,BELMIRO BRAGA MG,Belmiro Braga,MG,3429,0.0
2309,BELO HORIZONTE MG,Belo Horizonte,MG,2512070,8730.0
2310,BELO ORIENTE MG,Belo Oriente,MG,26700,0.0
2311,BELO VALE MG,Belo Vale,MG,7715,31.0
2312,BERILO MG,Berilo,MG,11932,44.0
2313,BERTOPOLIS MG,Bertópolis,MG,4604,0.0
2314,BERIZAL MG,Berizal,MG,4735,0.0
2315,BETIM MG,Betim,MG,439340,638.0
2316,BIAS FORTES MG,Bias Fortes,MG,3379,0.0
2317,BICAS MG,Bicas,MG,14494,35.0
2318,BIQUINHAS MG,Biquinhas,MG,2515,0.0
2319,BOA ESPERANCA MG,Boa Esperança,MG,40127,71.0
2320,BOCAINA DE MINAS MG,Bocaina de Minas,MG,5090,0.0
2321,BOCAIUVA MG,Bocaiúva,MG,49979,64.0
2322,BOM DESPACHO MG,Bom Despacho,MG,50605,83.0
2323,BOM JARDIM DE MINAS MG,Bom Jardim de Minas,MG,6474,29.0
2324,BOM JESUS DA PENHA MG,Bom Jesus da Penha,MG,4217,0.0
2325,BOM JESUS DO AMPARO MG,Bom Jesus do Amparo,MG,6083,0.0
2326,BOM JESUS DO GALHO MG,Bom Jesus do Galho,MG,14935,50.0
2327,BOM REPOUSO MG,Bom Repouso,MG,10547,0.0
2328,BOM SUCESSO MG,Bom Sucesso,MG,17603,66.0
2329,BONFIM MG,Bonfim,MG,6868,0.0
2330,BONFINOPOLIS DE MINAS MG,Bonfinópolis de Minas,MG,5493,7.0
