,region_id,municipio,uf,populacao,quantidade_leitos
1456,TAVARES PB,Tavares,PB,14726,23.0
1457,TEIXEIRA PB,Teixeira,PB,15161,39.0
1458,TENORIO PB,Tenório,PB,3058,0.0
1459,TRIUNFO PB,Triunfo,PB,9455,0.0
1460,UIRAUNA PB,Uiraúna,PB,15242,47.0
1461,UMBUZEIRO PB,Umbuzeiro,PB,9907,0.0
1462,VARZEA PB,Várzea,PB,2810,0.0
1463,VIEIROPOLIS PB,Vieirópolis,PB,5348,0.0
1464,ZABELE PB,Zabelê,PB,2240,0.0
1465,ABREU E LIMA PE,Abreu e Lima,PE,99990,294.0
1466,AFOGADOS DA INGAZEIRA PE,Afogados da Ingazeira,PE,37259,181.0
1467,AFRANIO PE,Afrânio,PE,19635,45.0
1468,AGRESTINA PE,Agrestina,PE,24885,123.0
1469,AGUA PRETA PE,Água Preta,PE,36771,50.0
1470,AGUAS BELAS PE,Águas Belas,PE,43443,30.0
1471,ALAGOINHA PE,Alagoinha,PE,14636,11.0
1472,ALIANCA PE,Aliança,PE,38386,26.0
1473,ALTINHO PE,Altinho,PE,22972,18.0
1474,AMARAJI PE,Amaraji,PE,22829,31.0
1475,ANGELIM PE,Angelim,PE,11150,12.0
1476,ARACOIABA PE,Araçoiaba,PE,20524,3.0
1477,ARARIPINA PE,Araripina,PE,84418,211.0
1478,ARCOVERDE PE,Arcoverde,PE,74338,144.0
1479,BARRA DE GUABIRABA PE,Barra de Guabiraba,PE,14385,11.0
1480,BARREIROS PE,Barreiros,PE,42659,129.0
1481,BELEM DE MARIA PE,Belém de Maria,PE,12073,9.0
1482,BELEM DO SAO FRANCISCO PE,Belém do São Francisco,PE,20729,24.0
1483,BELO JARDIM PE,Belo Jardim,PE,76439,95.0
1484,BETANIA PE,Betânia,PE,12719,10.0
1485,BEZERROS PE,Bezerros,PE,60798,141.0
1486,BODOCO PE,Bodocó,PE,38146,16.0
1487,BOM CONSELHO PE,Bom Conselho,PE,48554,46.0
1488,BOM JARDIM PE,Bom Jardim,PE,39184,33.0
1489,BONITO PE,Bonito,PE,38134,52.0
1490,BREJAO PE,Brejão,PE,8993,14.0
1491,BREJINHO PE,Brejinho,PE,7487,7.0
1492,BREJO DA MADRE DE DEUS PE,Brejo da Madre de Deus,PE,50742,31.0
1493,BUENOS AIRES PE,Buenos Aires,PE,13155,17.0
1494,BUIQUE PE,Buíque,PE,58378,76.0
1495,CABO DE SANTO AGOSTINHO PE,Cabo de Santo Agostinho,PE,207048,421.0
1496,CABROBO PE,Cabrobó,PE,34221,74.0
1497,CACHOEIRINHA PE,Cachoeirinha,PE,20380,16.0
1498,CAETES PE,Caetés,PE,28739,20.0
1499,CALCADO PE,Calçado,PE,11053,11.0
1500,CALUMBI PE,Calumbi,PE,5750,17.0
1501,CAMARAGIBE PE,Camaragibe,PE,157828,284.0
1502,CAMOCIM DE SAO FELIX PE,Camocim de São Félix,PE,18765,14.0
1503,CAMUTANGA PE,Camutanga,PE,8551,7.0
1504,CANHOTINHO PE,Canhotinho,PE,24804,32.0
1505,CAPOEIRAS PE,Capoeiras,PE,20048,25.0
1506,CARNAIBA PE,Carnaíba,PE,19551,15.0
1507,CARNAUBEIRA DA PENHA PE,Carnaubeira da Penha,PE,12932,11.0
1508,CARPINA PE,Carpina,PE,83641,116.0
1509,CARUARU PE,Caruaru,PE,361118,891.0
1510,CASINHAS PE,Casinhas,PE,14341,28.0
1511,CATENDE PE,Catende,PE,42892,27.0
1512,CEDRO PE,Cedro,PE,11807,18.0
1513,CHA DE ALEGRIA PE,Chã de Alegria,PE,13518,19.0
1514,CHA GRANDE PE,Chã Grande,PE,21698,40.0
1515,CONDADO PE,Condado,PE,26421,21.0
1516,CORRENTES PE,Correntes,PE,18207,23.0
1517,CORTES PE,Cortês,PE,12578,39.0
1518,CUMARU PE,Cumaru,PE,10906,19.0
1519,CUPIRA PE,Cupira,PE,24107,20.0
1520,CUSTODIA PE,Custódia,PE,37111,76.0
1521,DORMENTES PE,Dormentes,PE,18908,27.0
1522,ESCADA PE,Escada,PE,68875,83.0
1523,EXU PE,Exu,PE,31825,33.0
1524,FEIRA NOVA PE,Feira Nova,PE,22131,17.0
1525,FERNANDO DE NORONHA PE,Fernando de Noronha,PE,3061,10.0
1526,FERREIROS PE,Ferreiros,PE,12123,7.0
1527,FLORES PE,Flores,PE,22624,22.0
1528,FLORESTA PE,Floresta,PE,32873,71.0
1529,FREI MIGUELINHO PE,Frei Miguelinho,PE,15457,11.0
1530,GAMELEIRA PE,Gameleira,PE,31052,23.0
1531,GARANHUNS PE,Garanhuns,PE,139788,333.0
1532,GLORIA DO GOITA PE,Glória do Goitá,PE,30604,24.0
1533,GOIANA PE,Goiana,PE,79758,141.0
1534,GRANITO PE,Granito,PE,7486,19.0
1535,GRAVATA PE,Gravatá,PE,84074,98.0
1536,IATI PE,Iati,PE,19197,22.0
1537,IBIMIRIM PE,Ibimirim,PE,29235,19.0
1538,IBIRAJUBA PE,Ibirajuba,PE,7762,16.0
1539,IGARASSU PE,Igarassu,PE,117019,342.0
1540,IGUARACY PE,Iguaracy,PE,12228,16.0
1541,INAJA PE,Inajá,PE,23247,13.0
1542,INGAZEIRA PE,Ingazeira,PE,4548,4.0
1543,IPOJUCA PE,Ipojuca,PE,96204,32.0
1544,IPUBI PE,Ipubi,PE,30854,38.0
1545,ITACURUBA PE,Itacuruba,PE,4918,14.0
1546,ITAIBA PE,Itaíba,PE,26349,21.0
1547,ILHA DE ITAMARACA PE,Ilha de Itamaracá,PE,26258,14.0
1548,ITAMBE PE,Itambé,PE,36447,42.0
1549,ITAPETIM PE,Itapetim,PE,13616,25.0
1550,ITAPISSUMA PE,Itapissuma,PE,26651,1.0
1551,ITAQUITINGA PE,Itaquitinga,PE,16955,14.0
1552,JABOATAO DOS GUARARAPES PE,Jaboatão dos Guararapes,PE,702298,726.0
1553,JAQUEIRA PE,Jaqueira,PE,11656,32.0
1554,JATAUBA PE,Jataúba,PE,17150,13.0
1555,JATOBA PE,Jatobá,PE,14796,23.0
1556,JOAO ALFREDO PE,João Alfredo,PE,33822,23.0
1557,JOAQUIM NABUCO PE,Joaquim Nabuco,PE,16023,14.0
1558,JUCATI PE,Jucati,PE,11424,6.0
1559,JUPI PE,Jupi,PE,14836,9.0
1560,JUREMA PE,Jurema,PE,15378,18.0
1561,LAGOA DO CARRO PE,Lagoa do Carro,PE,18071,13.0
1562,LAGOA DE ITAENGA PE,Lagoa de Itaenga,PE,21429,20.0
1563,LAGOA DO OURO PE,Lagoa do Ouro,PE,13145,26.0
1564,LAGOA DOS GATOS PE,Lagoa dos Gatos,PE,16290,17.0
1565,LAGOA GRANDE PE,Lagoa Grande,PE,25601,27.0
1566,LAJEDO PE,Lajedo,PE,40288,21.0
1567,LIMOEIRO PE,Limoeiro,PE,56250,126.0
1568,MACAPARANA PE,Macaparana,PE,25376,52.0
1569,MACHADOS PE,Machados,PE,16088,9.0
1570,MANARI PE,Manari,PE,21434,16.0
1571,MARAIAL PE,Maraial,PE,11345,13.0
1572,MIRANDIBA PE,Mirandiba,PE,15390,34.0
1573,MORENO PE,Moreno,PE,62784,67.0
1574,NAZARE DA MATA PE,Nazaré da Mata,PE,32471,40.0
1575,OLINDA PE,Olinda,PE,392482,489.0
1576,OROBO PE,Orobó,PE,23884,20.0
1577,OROCO PE,Orocó,PE,14991,11.0
1578,OURICURI PE,Ouricuri,PE,69459,98.0
1579,PALMARES PE,Palmares,PE,63250,274.0
1580,PALMEIRINA PE,Palmeirina,PE,7693,10.0
1581,PANELAS PE,Panelas,PE,26474,26.0
1582,PARANATAMA PE,Paranatama,PE,11523,20.0
1583,PARNAMIRIM PE,Parnamirim,PE,22010,29.0
1584,PASSIRA PE,Passira,PE,28933,25.0
1585,PAUDALHO PE,Paudalho,PE,56506,141.0
1586,PAULISTA PE,Paulista,PE,331774,519.0
1587,PEDRA PE,Pedra,PE,22617,23.0
1588,PESQUEIRA PE,Pesqueira,PE,67395,167.0
1589,PETROLANDIA PE,Petrolândia,PE,36548,119.0
1590,PETROLINA PE,Petrolina,PE,349145,726.0
1591,POCAO PE,Poção,PE,11302,14.0
1592,POMBOS PE,Pombos,PE,27091,21.0
1593,PRIMAVERA PE,Primavera,PE,14966,4.0
1594,QUIPAPA PE,Quipapá,PE,26037,50.0
1595,QUIXABA PE,Quixaba,PE,6813,0.0
1596,RECIFE PE,Recife,PE,1645727,8328.0
1597,RIACHO DAS ALMAS PE,Riacho das Almas,PE,20546,30.0
1598,RIBEIRAO PE,Ribeirão,PE,47415,7.0
1599,RIO FORMOSO PE,Rio Formoso,PE,23535,16.0
1600,SAIRE PE,Sairé,PE,9932,20.0
1601,SALGADINHO PE,Salgadinho,PE,10919,5.0
1602,SALGUEIRO PE,Salgueiro,PE,60930,232.0
1603,SALOA PE,Saloá,PE,15843,19.0
1604,SANHARO PE,Sanharó,PE,26462,14.0
1605,SANTA CRUZ PE,Santa Cruz,PE,15398,24.0
1606,SANTA CRUZ DA BAIXA VERDE PE,Santa Cruz da Baixa Verde,PE,12592,15.0
1607,SANTA CRUZ DO CAPIBARIBE PE,Santa Cruz do Capibaribe,PE,107937,76.0
1608,SANTA FILOMENA PE,Santa Filomena,PE,14477,17.0
1609,SANTA MARIA DA BOA VISTA PE,Santa Maria da Boa Vista,PE,41931,43.0
1610,SANTA MARIA DO CAMBUCA PE,Santa Maria do Cambucá,PE,14137,0.0
1611,SANTA TEREZINHA PE,Santa Terezinha,PE,11815,13.0
1612,SAO BENEDITO DO SUL PE,São Benedito do Sul,PE,15895,28.0
1613,SAO BENTO DO UNA PE,São Bento do Una,PE,59504,46.0
1614,SAO CAITANO PE,São Caitano,PE,37245,53.0
1615,SAO JOAO PE,São João,PE,22793,20.0
1616,SAO JOAQUIM DO MONTE PE,São Joaquim do Monte,PE,21356,34.0
1617,SAO JOSE DA COROA GRANDE PE,São José da Coroa Grande,PE,21298,22.0
1618,SAO JOSE DO BELMONTE PE,São José do Belmonte,PE,33959,37.0
1619,SAO JOSE DO EGITO PE,São José do Egito,PE,33951,73.0
1620,SAO LOURENCO DA MATA PE,São Lourenço da Mata,PE,113230,97.0
1621,SAO VICENTE FERRER PE,São Vicente Férrer,PE,18018,29.0
1622,SERRA TALHADA PE,Serra Talhada,PE,86350,441.0
1623,SERRITA PE,Serrita,PE,19165,32.0
1624,SERTANIA PE,Sertânia,PE,35907,83.0
1625,SIRINHAEM PE,Sirinhaém,PE,45865,26.0
1626,MOREILANDIA PE,Moreilândia,PE,11270,22.0
1627,SOLIDAO PE,Solidão,PE,6007,13.0
1628,SURUBIM PE,Surubim,PE,65089,180.0
1629,TABIRA PE,Tabira,PE,28534,55.0
1630,TACAIMBO PE,Tacaimbó,PE,12874,0.0
1631,TACARATU PE,Tacaratu,PE,25765,17.0
1632,TAMANDARE PE,Tamandaré,PE,23388,16.0
1633,TAQUARITINGA DO NORTE PE,Taquaritinga do Norte,PE,28775,56.0
1634,TEREZINHA PE,Terezinha,PE,7169,8.0
1635,TERRA NOVA PE,Terra Nova,PE,10096,11.0
1636,TIMBAUBA PE,Timbaúba,PE,53022,137.0
1637,TORITAMA PE,Toritama,PE,45219,28.0
1638,TRACUNHAEM PE,Tracunhaém,PE,13769,11.0
1639,TRINDADE PE,Trindade,PE,30521,81.0
1640,TRIUNFO PE,Triunfo,PE,15254,13.0
1641,TUPANATINGA PE,Tupanatinga,PE,27304,19.0
1642,TUPARETAMA PE,Tuparetama,PE,8202,39.0
1643,VENTUROSA PE,Venturosa,PE,18482,24.0
1644,VERDEJANTE PE,Verdejante,PE,9534,15.0
1645,VERTENTE DO LERIO PE,Vertente do Lério,PE,7618,0.0
1646,VERTENTES PE,Vertentes,PE,20731,50.0
1647,VICENCIA PE,Vicência,PE,32643,30.0
1648,VITORIA DE SANTO ANTAO PE,Vitória de Santo Antão,PE,138757,385.0
1649,XEXEU PE,Xexéu,PE,14725,14.0
1650,AGUA BRANCA AL,Água Branca,AL,20196,25.0
1651,ANADIA AL,Anadia,AL,17545,25.0
1652,ARAPIRACA AL,Arapiraca,AL,231747,970.0
1653,ATALAIA AL,Atalaia,AL,47185,44.0
1654,BARRA DE SANTO ANTONIO AL,Barra de Santo Antônio,AL,15932,0.0
1655,BARRA DE SAO MIGUEL AL,Barra de São Miguel,AL,8322,0.0
1656,BATALHA AL,Batalha,AL,18232,35.0
1657,BELEM AL,Belém,AL,4344,0.0
1658,BELO MONTE AL,Belo Monte,AL,6704,0.0
1659,BOCA DA MATA AL,Boca da Mata,AL,27281,14.0
1660,BRANQUINHA AL,Branquinha,AL,10494,0.0
1661,CACIMBINHAS AL,Cacimbinhas,AL,10858,3.0
1662,CAJUEIRO AL,Cajueiro,AL,21264,26.0
1663,CAMPESTRE AL,Campestre,AL,6936,0.0
1664,CAMPO ALEGRE AL,Campo Alegre,AL,57063,40.0
1665,CAMPO GRANDE AL,Campo Grande,AL,9558,0.0
1666,CANAPI AL,Canapi,AL,17722,0.0
1667,CAPELA AL,Capela,AL,17053,53.0
1668,CARNEIROS AL,Carneiros,AL,9081,0.0
1669,CHA PRETA AL,Chã Preta,AL,7311,0.0
1670,COITE DO NOIA AL,Coité do Nóia,AL,10693,0.0
1671,COLONIA LEOPOLDINA AL,Colônia Leopoldina,AL,21698,33.0
1672,COQUEIRO SECO AL,Coqueiro Seco,AL,5845,0.0
1673,CORURIPE AL,Coruripe,AL,56933,274.0
1674,CRAIBAS AL,Craíbas,AL,24219,8.0
1675,DELMIRO GOUVEIA AL,Delmiro Gouveia,AL,52016,44.0
1676,DOIS RIACHOS AL,Dois Riachos,AL,11075,0.0
1677,ESTRELA DE ALAGOAS AL,Estrela de Alagoas,AL,18205,0.0
1678,FEIRA GRANDE AL,Feira Grande,AL,22166,0.0
1679,FELIZ DESERTO AL,Feliz Deserto,AL,4754,0.0
1680,FLEXEIRAS AL,Flexeiras,AL,12790,15.0
1681,GIRAU DO PONCIANO AL,Girau do Ponciano,AL,40917,48.0
1682,IBATEGUARA AL,Ibateguara,AL,15616,3.0
1683,IGACI AL,Igaci,AL,25631,14.0
1684,IGREJA NOVA AL,Igreja Nova,AL,24499,0.0
1685,INHAPI AL,Inhapi,AL,18385,0.0
1686,JACARE DOS HOMENS AL,Jacaré dos Homens,AL,5253,0.0
1687,JACUIPE AL,Jacuípe,AL,7021,0.0
1688,JAPARATINGA AL,Japaratinga,AL,8361,0.0
1689,JARAMATAIA AL,Jaramataia,AL,5770,0.0
1690,JEQUIA DA PRAIA AL,Jequiá da Praia,AL,11580,2.0
1691,JOAQUIM GOMES AL,Joaquim Gomes,AL,23993,50.0
1692,JUNDIA AL,Jundiá,AL,4155,0.0
1693,JUNQUEIRO AL,Junqueiro,AL,24727,35.0
1694,LAGOA DA CANOA AL,Lagoa da Canoa,AL,17852,3.0
1695,LIMOEIRO DE ANADIA AL,Limoeiro de Anadia,AL,28635,14.0
1696,MACEIO AL,Maceió,AL,1018948,2866.0
1697,MAJOR ISIDORO AL,Major Isidoro,AL,19804,32.0
1698,MARAGOGI AL,Maragogi,AL,32704,2.0
1699,MARAVILHA AL,Maravilha,AL,9163,0.0
1700,MARECHAL DEODORO AL,Marechal Deodoro,AL,51901,0.0
1701,MARIBONDO AL,Maribondo,AL,13264,0.0
1702,MAR VERMELHO AL,Mar Vermelho,AL,3514,0.0
1703,MATA GRANDE AL,Mata Grande,AL,25216,36.0
1704,MATRIZ DE CAMARAGIBE AL,Matriz de Camaragibe,AL,24642,24.0
1705,MESSIAS AL,Messias,AL,17856,0.0
1706,MINADOR DO NEGRAO AL,Minador do Negrão,AL,5329,0.0
1707,MONTEIROPOLIS AL,Monteirópolis,AL,7159,0.0
1708,MURICI AL,Murici,AL,28236,53.0
1709,NOVO LINO AL,Novo Lino,AL,12690,0.0
1710,OLHO DAGUA DAS FLORES AL,Olho dÁgua das Flores,AL,21688,47.0
1711,OLHO DAGUA DO CASADO AL,Olho dÁgua do Casado,AL,9373,0.0
1712,OLHO DAGUA GRANDE AL,Olho dÁgua Grande,AL,5123,0.0
1713,OLIVENCA AL,Olivença,AL,11624,0.0
1714,OURO BRANCO AL,Ouro Branco,AL,11496,0.0
1715,PALESTINA AL,Palestina,AL,5011,0.0
1716,PALMEIRA DOS INDIOS AL,Palmeira dos Índios,AL,73218,126.0
1717,PAO DE ACUCAR AL,Pão de Açúcar,AL,24399,52.0
1718,PARICONHA AL,Pariconha,AL,10533,0.0
1719,PARIPUEIRA AL,Paripueira,AL,13176,0.0
1720,PASSO DE CAMARAGIBE AL,Passo de Camaragibe,AL,15245,0.0
1721,PAULO JACINTO AL,Paulo Jacinto,AL,7564,16.0
1722,PENEDO AL,Penedo,AL,63683,109.0
1723,PIACABUCU AL,Piaçabuçu,AL,17827,18.0
1724,PILAR AL,Pilar,AL,35111,43.0
1725,PINDOBA AL,Pindoba,AL,2908,0.0
1726,PIRANHAS AL,Piranhas,AL,25039,39.0
1727,POCO DAS TRINCHEIRAS AL,Poço das Trincheiras,AL,14386,0.0
1728,PORTO CALVO AL,Porto Calvo,AL,27165,41.0
1729,PORTO DE PEDRAS AL,Porto de Pedras,AL,7786,0.0
1730,PORTO REAL DO COLEGIO AL,Porto Real do Colégio,AL,20066,0.0
1731,QUEBRANGULO AL,Quebrangulo,AL,11294,28.0
1732,RIO LARGO AL,Rio Largo,AL,75120,81.0
1733,ROTEIRO AL,Roteiro,AL,6664,0.0
1734,SANTA LUZIA DO NORTE AL,Santa Luzia do Norte,AL,7296,0.0
1735,SANTANA DO IPANEMA AL,Santana do Ipanema,AL,47654,102.0
1736,SANTANA DO MUNDAU AL,Santana do Mundaú,AL,10740,0.0
1737,SAO BRAS AL,São Brás,AL,6961,3.0
1738,SAO JOSE DA LAJE AL,São José da Laje,AL,23927,50.0
1739,SAO JOSE DA TAPERA AL,São José da Tapera,AL,32260,20.0
1740,SAO LUIS DO QUITUNDE AL,São Luís do Quitunde,AL,34555,27.0
1741,SAO MIGUEL DOS CAMPOS AL,São Miguel dos Campos,AL,61251,129.0
1742,SAO MIGUEL DOS MILAGRES AL,São Miguel dos Milagres,AL,7951,0.0
1743,SAO SEBASTIAO AL,São Sebastião,AL,34152,6.0
1744,SATUBA AL,Satuba,AL,13828,0.0
1745,SENADOR RUI PALMEIRA AL,Senador Rui Palmeira,AL,13870,0.0
1746,TANQUE DARCA AL,Tanque dArca,AL,6162,0.0
1747,TAQUARANA AL,Taquarana,AL,19980,1.0
1748,TEOTONIO VILELA AL,Teotônio Vilela,AL,44169,50.0
1749,TRAIPU AL,Traipu,AL,27715,9.0
1750,UNIAO DOS PALMARES AL,União dos Palmares,AL,65611,63.0
1751,VICOSA AL,Viçosa,AL,25733,40.0
1752,AMPARO DE SAO FRANCISCO SE,Amparo de São Francisco,SE,2374,0.0
1753,AQUIDABA SE,Aquidabã,SE,21563,32.0
1754,ARACAJU SE,Aracaju,SE,657013,2161.0
1755,ARAUA SE,Arauá,SE,10056,1.0
1756,AREIA BRANCA SE,Areia Branca,SE,18542,0.0
1757,BARRA DOS COQUEIROS SE,Barra dos Coqueiros,SE,30407,0.0
1758,BOQUIM SE,Boquim,SE,26816,18.0
1759,BREJO GRANDE SE,Brejo Grande,SE,8309,0.0
1760,CAMPO DO BRITO SE,Campo do Brito,SE,18109,0.0
1761,CANHOBA SE,Canhoba,SE,4008,0.0
1762,CANINDE DE SAO FRANCISCO SE,Canindé de São Francisco,SE,29900,27.0
1763,CAPELA SE,Capela,SE,34213,65.0
1764,CARIRA SE,Carira,SE,22082,1.0
1765,CARMOPOLIS SE,Carmópolis,SE,16634,1.0
1766,CEDRO DE SAO JOAO SE,Cedro de São João,SE,5897,0.0
1767,CRISTINAPOLIS SE,Cristinápolis,SE,17874,0.0
1768,CUMBE SE,Cumbe,SE,3987,0.0
1769,DIVINA PASTORA SE,Divina Pastora,SE,5138,0.0
1770,ESTANCIA SE,Estância,SE,69184,223.0
1771,FEIRA NOVA SE,Feira Nova,SE,5584,0.0
1772,FREI PAULO SE,Frei Paulo,SE,15421,1.0
1773,GARARU SE,Gararu,SE,11604,0.0
1774,GENERAL MAYNARD SE,General Maynard,SE,3346,0.0
1775,GRACHO CARDOSO SE,Gracho Cardoso,SE,5818,0.0
1776,ILHA DAS FLORES SE,Ilha das Flores,SE,8520,0.0
1777,INDIAROBA SE,Indiaroba,SE,17957,0.0
1778,ITABAIANA SE,Itabaiana,SE,95427,152.0
1779,ITABAIANINHA SE,Itabaianinha,SE,41928,25.0
1780,ITABI SE,Itabi,SE,4903,0.0
1781,ITAPORANGA DAJUDA SE,Itaporanga dAjuda,SE,34356,0.0
1782,JAPARATUBA SE,Japaratuba,SE,18743,0.0
1783,JAPOATA SE,Japoatã,SE,13434,21.0
1784,LAGARTO SE,Lagarto,SE,104408,140.0
1785,LARANJEIRAS SE,Laranjeiras,SE,29826,1.0
1786,MACAMBIRA SE,Macambira,SE,6919,0.0
1787,MALHADA DOS BOIS SE,Malhada dos Bois,SE,3682,0.0
1788,MALHADOR SE,Malhador,SE,12618,0.0
1789,MARUIM SE,Maruim,SE,17213,0.0
1790,MOITA BONITA SE,Moita Bonita,SE,11335,0.0
1791,MONTE ALEGRE DE SERGIPE SE,Monte Alegre de Sergipe,SE,15031,7.0
1792,MURIBECA SE,Muribeca,SE,7625,0.0
1793,NEOPOLIS SE,Neópolis,SE,18719,25.0
1794,NOSSA SENHORA APARECIDA SE,Nossa Senhora Aparecida,SE,8796,0.0
1795,NOSSA SENHORA DA GLORIA SE,Nossa Senhora da Glória,SE,36924,49.0
1796,NOSSA SENHORA DAS DORES SE,Nossa Senhora das Dores,SE,26629,0.0
1797,NOSSA SENHORA DE LOURDES SE,Nossa Senhora de Lourdes,SE,6483,0.0
1798,NOSSA SENHORA DO SOCORRO SE,Nossa Senhora do Socorro,SE,183628,56.0
1799,PACATUBA SE,Pacatuba,SE,14428,0.0
1800,PEDRA MOLE SE,Pedra Mole,SE,3261,0.0
1801,PEDRINHAS SE,Pedrinhas,SE,9602,0.0
1802,PINHAO SE,Pinhão,SE,6576,0.0
1803,PIRAMBU SE,Pirambu,SE,9280,0.0
1804,POCO REDONDO SE,Poço Redondo,SE,34775,18.0
1805,POCO VERDE SE,Poço Verde,SE,23728,12.0
1806,PORTO DA FOLHA SE,Porto da Folha,SE,28596,18.0
1807,PROPRIA SE,Propriá,SE,29626,49.0
1808,RIACHAO DO DANTAS SE,Riachão do Dantas,SE,19805,1.0
1809,RIACHUELO SE,Riachuelo,SE,10213,56.0
1810,RIBEIROPOLIS SE,Ribeirópolis,SE,18652,0.0
1811,ROSARIO DO CATETE SE,Rosário do Catete,SE,10855,14.0
1812,SALGADO SE,Salgado,SE,19998,0.0
1813,SANTA LUZIA DO ITANHY SE,Santa Luzia do Itanhy,SE,14035,0.0
1814,SANTANA DO SAO FRANCISCO SE,Santana do São Francisco,SE,7780,0.0
1815,SANTA ROSA DE LIMA SE,Santa Rosa de Lima,SE,3913,0.0
1816,SANTO AMARO DAS BROTAS SE,Santo Amaro das Brotas,SE,12102,0.0
1817,SAO CRISTOVAO SE,São Cristóvão,SE,90072,31.0
1818,SAO DOMINGOS SE,São Domingos,SE,11137,0.0
1819,SAO FRANCISCO SE,São Francisco,SE,3724,0.0
1820,SAO MIGUEL DO ALEIXO SE,São Miguel do Aleixo,SE,3930,0.0
1821,SIMAO DIAS SE,Simão Dias,SE,40484,2.0
1822,SIRIRI SE,Siriri,SE,8893,0.0
1823,TELHA SE,Telha,SE,3227,0.0
1824,TOBIAS BARRETO SE,Tobias Barreto,SE,52191,0.0
1825,TOMAR DO GERU SE,Tomar do Geru,SE,13536,0.0
1826,UMBAUBA SE,Umbaúba,SE,25294,5.0
1827,ABAIRA BA,Abaíra,BA,8739,9.0
1828,ABARE BA,Abaré,BA,20086,24.0
1829,ACAJUTIBA BA,Acajutiba,BA,15159,8.0
1830,ADUSTINA BA,Adustina,BA,17040,19.0
1831,AGUA FRIA BA,Água Fria,BA,16970,20.0
1832,ERICO CARDOSO BA,Érico Cardoso,BA,10610,15.0
1833,AIQUARA BA,Aiquara,BA,4446,13.0
1834,ALAGOINHAS BA,Alagoinhas,BA,151596,242.0
1835,ALCOBACA BA,Alcobaça,BA,22470,59.0
1836,ALMADINA BA,Almadina,BA,5464,0.0
1837,AMARGOSA BA,Amargosa,BA,37241,52.0
1838,AMELIA RODRIGUES BA,Amélia Rodrigues,BA,25102,16.0
1839,AMERICA DOURADA BA,América Dourada,BA,16094,26.0
1840,ANAGE BA,Anagé,BA,22005,33.0
1841,ANDARAI BA,Andaraí,BA,13143,32.0
1842,ANDORINHA BA,Andorinha,BA,14595,6.0
1843,ANGICAL BA,Angical,BA,13977,6.0
1844,ANGUERA BA,Anguera,BA,11221,6.0
1845,ANTAS BA,Antas,BA,19291,142.0
1846,ANTONIO CARDOSO BA,Antônio Cardoso,BA,11683,0.0
1847,ANTONIO GONCALVES BA,Antônio Gonçalves,BA,11798,0.0
1848,APORA BA,Aporá,BA,17731,1.0
1849,APUAREMA BA,Apuarema,BA,7330,0.0
1850,ARACATU BA,Aracatu,BA,13135,41.0
1851,ARACAS BA,Araçás,BA,12177,23.0
1852,ARACI BA,Araci,BA,54379,48.0
1853,ARAMARI BA,Aramari,BA,11397,0.0
1854,ARATACA BA,Arataca,BA,11019,0.0
1855,ARATUIPE BA,Aratuípe,BA,8825,0.0
1856,AURELINO LEAL BA,Aurelino Leal,BA,11531,40.0
1857,BAIANOPOLIS BA,Baianópolis,BA,13877,28.0
1858,BAIXA GRANDE BA,Baixa Grande,BA,20468,36.0
1859,BANZAE BA,Banzaê,BA,13229,0.0
1860,BARRA BA,Barra,BA,53578,83.0
1861,BARRA DA ESTIVA BA,Barra da Estiva,BA,20598,84.0
1862,BARRA DO CHOCA BA,Barra do Choça,BA,31603,32.0
1863,BARRA DO MENDES BA,Barra do Mendes,BA,13865,26.0
1864,BARRA DO ROCHA BA,Barra do Rocha,BA,5714,0.0
1865,BARREIRAS BA,Barreiras,BA,155439,379.0
1866,BARRO ALTO BA,Barro Alto,BA,14931,23.0
1867,BARROCAS BA,Barrocas,BA,15978,29.0
1868,BARRO PRETO BA,Barro Preto,BA,5591,33.0
1869,BELMONTE BA,Belmonte,BA,23328,40.0
1870,BELO CAMPO BA,Belo Campo,BA,17211,44.0
1871,BIRITINGA BA,Biritinga,BA,15979,14.0
1872,BOA NOVA BA,Boa Nova,BA,12633,0.0
1873,BOA VISTA DO TUPIM BA,Boa Vista do Tupim,BA,18576,14.0
1874,BOM JESUS DA LAPA BA,Bom Jesus da Lapa,BA,69148,90.0
1875,BOM JESUS DA SERRA BA,Bom Jesus da Serra,BA,9880,28.0
1876,BONINAL BA,Boninal,BA,14368,24.0
1877,BONITO BA,Bonito,BA,16764,16.0
1878,BOQUIRA BA,Boquira,BA,21508,26.0
1879,BOTUPORA BA,Botuporã,BA,10211,16.0
1880,BREJOES BA,Brejões,BA,14295,19.0
1881,BREJOLANDIA BA,Brejolândia,BA,10557,35.0
1882,BROTAS DE MACAUBAS BA,Brotas de Macaúbas,BA,10231,15.0
1883,BRUMADO BA,Brumado,BA,67195,112.0
1884,BUERAREMA BA,Buerarema,BA,18349,0.0
1885,BURITIRAMA BA,Buritirama,BA,21174,19.0
1886,CAATIBA BA,Caatiba,BA,6758,14.0
1887,CABACEIRAS DO PARAGUACU BA,Cabaceiras do Paraguaçu,BA,18807,4.0
1888,CACHOEIRA BA,Cachoeira,BA,33470,83.0
1889,CACULE BA,Caculé,BA,23170,51.0
1890,CAEM BA,Caém,BA,9213,36.0
1891,CAETANOS BA,Caetanos,BA,14542,0.0
1892,CAETITE BA,Caetité,BA,50975,156.0
